round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.6795910378493885,0.7986799,0.6515393768038068,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,adam
1,0.6219524573309324,0.88668865,0.5403548357438068,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,RMSprop
1,0.6054385371989806,0.8888889,0.45198544312496575,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6235045968371519,0.8888889,0.47731451355681126,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5896575964323365,0.8250825,0.39999842157169263,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,adam
1,0.542797844205359,0.8888889,0.21514842948135066,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,RMSprop
1,0.5040428126999253,0.8888889,0.193526526494902,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.6345855459915136,0.8811881,0.4933467762810843,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.39885999167254,0.8888889,0.1102174697253777,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,adam
1,0.4464308925718889,0.88448846,0.2336315269372901,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,RMSprop
1,0.5276749226929593,0.88668865,0.14206040985122018,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.4718010894405042,0.87238723,0.16699527325678845,0.9918367,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4938459812824351,0.840484,0.1693690587975541,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,adam
1,0.40133875974006256,0.8789879,0.34178662178467734,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,RMSprop
1,0.45482264582080023,0.8888889,0.23486900025484514,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.38657312262373,0.88668865,0.22080372213100902,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.44695729104140147,0.8789879,0.14770332085234777,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,adam
1,0.3282356274788595,0.88668865,0.08910803378996801,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,RMSprop
1,0.4355469874144256,0.8888889,0.20664395574404268,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,adam
1,0.33999404898866176,0.8888889,0.06195884559075443,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.423396104239788,0.87678766,0.27849129062830186,0.955102,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,adam
1,0.35808347680322145,0.8822882,0.16350895006741797,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,RMSprop
1,0.3746012314678681,0.8745875,0.20582324099175783,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,sparse_categorical_crossentropy,adam
1,0.41692607544108456,0.8789879,0.2222983423544436,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4100681634535818,0.8437844,0.18488931806035797,0.9755102,relu,10,0.0,1,5,5,42,sigmoid,binary_crossentropy,adam
1,0.31510387602845175,0.8811881,0.15090932686604103,0.9959184,relu,10,0.0,1,5,5,42,sigmoid,binary_crossentropy,RMSprop
1,0.45861158122455065,0.83828384,0.2169998546644133,0.9959184,relu,10,0.0,1,5,5,42,sigmoid,sparse_categorical_crossentropy,adam
1,0.33801010035939427,0.89989,0.25785265339310376,0.93877554,relu,10,0.0,1,5,5,42,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.37148231238421825,0.90429044,0.23429650454591883,0.8489796,relu,10,0.0,1,5,5,49,sigmoid,binary_crossentropy,adam
1,0.30629722010118865,0.8822882,0.16623522598552992,0.9959184,relu,10,0.0,1,5,5,49,sigmoid,binary_crossentropy,RMSprop
1,0.36915474692390304,0.86028606,0.18803365183614043,0.9959184,relu,10,0.0,1,5,5,49,sigmoid,sparse_categorical_crossentropy,adam
1,0.28752894898952364,0.8888889,0.23580183468911112,0.9959184,relu,10,0.0,1,5,5,49,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.28711461478268485,0.90429044,0.43045686671928485,0.71428573,relu,10,0.0,1,5,5,55,sigmoid,binary_crossentropy,adam
1,0.2882383193890385,0.88338834,0.2191814724355936,0.9959184,relu,10,0.0,1,5,5,55,sigmoid,binary_crossentropy,RMSprop
