round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
10,0.04357362507177699,0.98073393,3.723032124340534,0.34375,relu,10,0.0,10,11,7,7,sigmoid,binary_crossentropy,adam
10,0.075955478805921,0.9697248,3.325626663863659,0.265625,relu,10,0.0,10,11,7,7,sigmoid,binary_crossentropy,RMSprop
10,0.05415712582046773,0.98165137,2.8542676605284214,0.359375,relu,10,0.0,10,11,7,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.10815770031591672,0.9669725,2.9757403507828712,0.265625,relu,10,0.0,10,11,7,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.031904622445772066,0.98623854,5.710157601162791,0.609375,relu,10,0.0,10,11,7,76,sigmoid,binary_crossentropy,adam
10,0.033853948070080075,0.9880734,10.291596952825785,0.484375,relu,10,0.0,10,11,7,76,sigmoid,binary_crossentropy,RMSprop
10,0.06902112295502032,0.97431195,1.7366481944918633,0.359375,relu,10,0.0,10,11,7,76,sigmoid,sparse_categorical_crossentropy,adam
10,0.06865516244154526,0.98348624,5.474379613995552,0.4375,relu,10,0.0,10,11,7,76,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.03406494787756258,0.9825688,14.874680747976527,0.625,relu,10,0.0,10,11,7,145,sigmoid,binary_crossentropy,adam
10,0.06290544338064849,0.98440367,9.673617079854012,0.390625,relu,10,0.0,10,11,7,145,sigmoid,binary_crossentropy,RMSprop
10,0.03785826799239324,0.98348624,4.997097313404083,0.484375,relu,10,0.0,10,11,7,145,sigmoid,sparse_categorical_crossentropy,adam
10,0.04792716258122304,0.97889906,5.574098952114582,0.4375,relu,10,0.0,10,11,7,145,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.040266138234199486,0.98348624,4.755496896803379,0.359375,relu,10,0.0,10,11,7,214,sigmoid,binary_crossentropy,adam
10,0.0743125143138844,0.98440367,2.3433272300753742,0.546875,relu,10,0.0,10,11,7,214,sigmoid,binary_crossentropy,RMSprop
10,0.039892215313814997,0.98440367,3.9640352055430412,0.3125,relu,10,0.0,10,11,7,214,sigmoid,sparse_categorical_crossentropy,adam
