,DFFPOSX1_1,DFFPOSX1_10,DFFPOSX1_11,DFFPOSX1_12,DFFPOSX1_13,DFFPOSX1_14,DFFPOSX1_15,DFFPOSX1_16,DFFPOSX1_17,DFFPOSX1_18,DFFPOSX1_19,DFFPOSX1_2,DFFPOSX1_20,DFFPOSX1_21,DFFPOSX1_22,DFFPOSX1_23,DFFPOSX1_24,DFFPOSX1_25,DFFPOSX1_26,DFFPOSX1_27,DFFPOSX1_28,DFFPOSX1_29,DFFPOSX1_3,DFFPOSX1_30,DFFPOSX1_31,DFFPOSX1_32,DFFPOSX1_33,DFFPOSX1_34,DFFPOSX1_35,DFFPOSX1_36,DFFPOSX1_37,DFFPOSX1_38,DFFPOSX1_39,DFFPOSX1_4,DFFPOSX1_40,DFFPOSX1_41,DFFPOSX1_42,DFFPOSX1_43,DFFPOSX1_44,DFFPOSX1_45,DFFPOSX1_46,DFFPOSX1_47,DFFPOSX1_48,DFFPOSX1_49,DFFPOSX1_5,DFFPOSX1_50,DFFPOSX1_51,DFFPOSX1_52,DFFPOSX1_53,DFFPOSX1_54,DFFPOSX1_55,DFFPOSX1_56,DFFPOSX1_57,DFFPOSX1_58,DFFPOSX1_59,DFFPOSX1_6,DFFPOSX1_60,DFFPOSX1_61,DFFPOSX1_62,DFFPOSX1_63,DFFPOSX1_64,DFFPOSX1_65,DFFPOSX1_66,DFFPOSX1_67,DFFPOSX1_68,DFFPOSX1_69,DFFPOSX1_7,DFFPOSX1_70,DFFPOSX1_71,DFFPOSX1_72,DFFPOSX1_73,DFFPOSX1_74,DFFPOSX1_75,DFFPOSX1_8,DFFPOSX1_9
0,1363851,757677,757677,757677,757677,757677,757677,716133,716133,716133,716133,1320745,716133,716133,716133,716133,708117,708117,708117,708117,708117,708117,973593,706605,708117,710365,711877,710365,711877,710365,711877,710365,711877,1317633,735580,735580,735580,735580,735580,735580,735580,735580,735580,735580,1338137,735580,735580,735580,735580,735580,735580,735580,735580,735580,735580,1321219,735580,735580,735580,735580,735580,735580,735580,735580,735580,735580,1315925,735580,735580,722133,722665,740277,740489,757677,757677
