,DFFPOSX1_1,DFFPOSX1_10,DFFPOSX1_11,DFFPOSX1_12,DFFPOSX1_13,DFFPOSX1_14,DFFPOSX1_15,DFFPOSX1_16,DFFPOSX1_17,DFFPOSX1_18,DFFPOSX1_19,DFFPOSX1_2,DFFPOSX1_20,DFFPOSX1_21,DFFPOSX1_22,DFFPOSX1_23,DFFPOSX1_24,DFFPOSX1_25,DFFPOSX1_26,DFFPOSX1_27,DFFPOSX1_28,DFFPOSX1_29,DFFPOSX1_3,DFFPOSX1_30,DFFPOSX1_31,DFFPOSX1_32,DFFPOSX1_33,DFFPOSX1_34,DFFPOSX1_35,DFFPOSX1_36,DFFPOSX1_37,DFFPOSX1_38,DFFPOSX1_39,DFFPOSX1_4,DFFPOSX1_40,DFFPOSX1_41,DFFPOSX1_42,DFFPOSX1_43,DFFPOSX1_44,DFFPOSX1_45,DFFPOSX1_46,DFFPOSX1_47,DFFPOSX1_48,DFFPOSX1_49,DFFPOSX1_5,DFFPOSX1_50,DFFPOSX1_51,DFFPOSX1_52,DFFPOSX1_53,DFFPOSX1_54,DFFPOSX1_55,DFFPOSX1_56,DFFPOSX1_57,DFFPOSX1_58,DFFPOSX1_59,DFFPOSX1_6,DFFPOSX1_60,DFFPOSX1_61,DFFPOSX1_62,DFFPOSX1_63,DFFPOSX1_64,DFFPOSX1_65,DFFPOSX1_66,DFFPOSX1_7,DFFPOSX1_8,DFFPOSX1_9
0,772893,509935,509935,509935,509935,509935,509935,509935,545007,545007,544994,844561,544998,545003,544998,545003,544998,583065,582972,581702,582972,581702,865922,582968,581706,582968,472555,468943,472737,468823,472653,469027,472533,865894,469121,436620,438331,436620,438331,436620,438331,436620,438331,427116,864966,428703,427240,428703,427240,428703,427240,428703,427240,428703,427240,866170,428707,427236,428707,427236,428707,642382,1367982,865769,867444,510085
