,DFFPOSX1_1,DFFPOSX1_10,DFFPOSX1_11,DFFPOSX1_12,DFFPOSX1_13,DFFPOSX1_14,DFFPOSX1_15,DFFPOSX1_16,DFFPOSX1_17,DFFPOSX1_18,DFFPOSX1_19,DFFPOSX1_2,DFFPOSX1_20,DFFPOSX1_21,DFFPOSX1_22,DFFPOSX1_23,DFFPOSX1_24,DFFPOSX1_25,DFFPOSX1_26,DFFPOSX1_27,DFFPOSX1_28,DFFPOSX1_29,DFFPOSX1_3,DFFPOSX1_30,DFFPOSX1_4,DFFPOSX1_5,DFFPOSX1_6,DFFPOSX1_7,DFFPOSX1_8,DFFPOSX1_9
0,152024,164901,164901,164151,163401,163401,157741,157741,157881,165778,165341,151304,165996,170764,145296,141656,141584,145296,145296,141584,141656,145296,151304,343980,152816,343980,170789,175675,175681,165651
