,DFFPOSX1_1,DFFPOSX1_10,DFFPOSX1_11,DFFPOSX1_12,DFFPOSX1_13,DFFPOSX1_14,DFFPOSX1_15,DFFPOSX1_16,DFFPOSX1_17,DFFPOSX1_18,DFFPOSX1_19,DFFPOSX1_2,DFFPOSX1_20,DFFPOSX1_21,DFFPOSX1_22,DFFPOSX1_23,DFFPOSX1_24,DFFPOSX1_25,DFFPOSX1_26,DFFPOSX1_27,DFFPOSX1_28,DFFPOSX1_3,DFFPOSX1_4,DFFPOSX1_5,DFFPOSX1_6,DFFPOSX1_7,DFFPOSX1_8,DFFPOSX1_9
0,170911,144179,148266,137952,137952,134592,134592,134592,134592,134592,172080,195486,190798,169109,202486,198286,198286,195486,195486,195486,195486,161113,152561,150877,144767,144651,144887,144507
