round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.7279538809269568,0.6666667,0.7235570616868078,0.47346938,relu,10,0.0,1,5,1,7,sigmoid,binary_crossentropy,adam
1,0.4180943111513052,0.8888889,0.2479713613129392,0.9959184,relu,10,0.0,1,5,1,7,sigmoid,binary_crossentropy,RMSprop
1,0.7019109899061348,0.5368537,0.6046236765627958,0.98367345,relu,10,0.0,1,5,1,7,sigmoid,sparse_categorical_crossentropy,adam
1,0.5700592367496952,0.90429044,0.34922430953200984,0.9959184,relu,10,0.0,1,5,1,7,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.45727438990301295,0.88668865,0.2047308870420164,0.9959184,relu,10,0.0,1,5,1,77,sigmoid,binary_crossentropy,adam
1,0.5456660718086398,0.86248624,0.3827661421834206,0.9959184,relu,10,0.0,1,5,1,77,sigmoid,binary_crossentropy,RMSprop
1,0.4965732300897898,0.8448845,0.2545463298352397,0.9959184,relu,10,0.0,1,5,1,77,sigmoid,sparse_categorical_crossentropy,adam
1,0.5004862959366558,0.8789879,0.2896615789861095,0.9959184,relu,10,0.0,1,5,1,77,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.41408211500993525,0.89438945,0.1899729628039866,0.9918367,relu,10,0.0,1,5,1,147,sigmoid,binary_crossentropy,adam
1,0.41362337350058476,0.88338834,0.2487253440277917,0.9959184,relu,10,0.0,1,5,1,147,sigmoid,binary_crossentropy,RMSprop
1,0.450597838632869,0.85258526,0.183877381743217,0.9959184,relu,10,0.0,1,5,1,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.4044485073475161,0.8877888,0.15015465021133423,0.9959184,relu,10,0.0,1,5,1,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.44938022806437233,0.85148513,0.17607811990441108,0.9959184,relu,10,0.0,1,5,1,217,sigmoid,binary_crossentropy,adam
1,0.29689422045702196,0.8855886,0.1643749771981823,0.9959184,relu,10,0.0,1,5,1,217,sigmoid,binary_crossentropy,RMSprop
1,0.4963766774459772,0.8932893,0.125876036225533,0.9959184,relu,10,0.0,1,5,1,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.4079545974993732,0.88338834,0.0778119219276978,0.9959184,relu,10,0.0,1,5,1,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4132271433788033,0.88008803,0.32711669437739316,0.9959184,relu,10,0.0,1,5,1,287,sigmoid,binary_crossentropy,adam
1,0.3700461089529089,0.8877888,0.1598437705210277,0.9918367,relu,10,0.0,1,5,1,287,sigmoid,binary_crossentropy,RMSprop
1,0.43820360171781775,0.88008803,0.34096267758583537,0.9591837,relu,10,0.0,1,5,1,287,sigmoid,sparse_categorical_crossentropy,adam
1,0.3339233803014682,0.8921892,0.28378090262413025,0.90204084,relu,10,0.0,1,5,1,287,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.37369083777086437,0.87018704,0.10494555046363753,0.9959184,relu,10,0.0,1,5,1,357,sigmoid,binary_crossentropy,adam
1,0.3733597675336338,0.88338834,0.21917121771875084,0.93877554,relu,10,0.0,1,5,1,357,sigmoid,binary_crossentropy,RMSprop
1,0.45571036656500874,0.8668867,0.13695906840112745,0.9959184,relu,10,0.0,1,5,1,357,sigmoid,sparse_categorical_crossentropy,adam
1,0.33953121959818866,0.889989,0.3018162238354586,0.9959184,relu,10,0.0,1,5,1,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3895080404640949,0.889989,0.059091552070399025,0.9918367,relu,10,0.0,1,5,1,427,sigmoid,binary_crossentropy,adam
