round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
10,0.06862890265600055,0.98073393,1.6786880046129227,0.34375,relu,10,0.0,10,11,1,7,sigmoid,binary_crossentropy,adam
10,0.09366095461775847,0.9669725,2.1351204849779606,0.265625,relu,10,0.0,10,11,1,7,sigmoid,binary_crossentropy,RMSprop
10,0.07546187406768937,0.96330273,1.9474431313574314,0.265625,relu,10,0.0,10,11,1,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.0810906886238735,0.96605504,1.4262822102755308,0.28125,relu,10,0.0,10,11,1,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.055467789575624184,0.9761468,2.229017447680235,0.265625,relu,10,0.0,10,11,1,76,sigmoid,binary_crossentropy,adam
10,0.054231059136269126,0.98348624,2.2771521657705307,0.421875,relu,10,0.0,10,11,1,76,sigmoid,binary_crossentropy,RMSprop
10,0.050800195611306304,0.9798165,1.8177389539778233,0.296875,relu,10,0.0,10,11,1,76,sigmoid,sparse_categorical_crossentropy,adam
10,0.0630034767571888,0.97889906,1.5768433455377817,0.390625,relu,10,0.0,10,11,1,76,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.05851731837007277,0.9761468,3.082652725279331,0.328125,relu,10,0.0,10,11,1,145,sigmoid,binary_crossentropy,adam
10,0.05331217334852736,0.98165137,2.3365396223962307,0.390625,relu,10,0.0,10,11,1,145,sigmoid,binary_crossentropy,RMSprop
10,0.04993539383990579,0.98073393,1.9322892855852842,0.515625,relu,10,0.0,10,11,1,145,sigmoid,sparse_categorical_crossentropy,adam
10,0.05661808323978413,0.98165137,1.6853985264897346,0.515625,relu,10,0.0,10,11,1,145,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04194295680091114,0.9825688,1.6358324009925127,0.375,relu,10,0.0,10,11,1,214,sigmoid,binary_crossentropy,adam
10,0.055788966214796024,0.9798165,2.711962901055813,0.390625,relu,10,0.0,10,11,1,214,sigmoid,binary_crossentropy,RMSprop
10,0.053704693430042486,0.9724771,1.628080952912569,0.546875,relu,10,0.0,10,11,1,214,sigmoid,sparse_categorical_crossentropy,adam
10,0.049979887625649505,0.97889906,1.5829064156860113,0.453125,relu,10,0.0,10,11,1,214,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04596411177451688,0.9798165,2.0176138151437044,0.484375,relu,10,0.0,10,11,1,283,sigmoid,binary_crossentropy,adam
10,0.05217873396958808,0.97889906,4.703995734453201,0.265625,relu,10,0.0,10,11,1,283,sigmoid,binary_crossentropy,RMSprop
10,0.03997503671987509,0.98440367,2.0319892577826977,0.46875,relu,10,0.0,10,11,1,283,sigmoid,sparse_categorical_crossentropy,adam
10,0.05935669190749241,0.98073393,2.997788652777672,0.375,relu,10,0.0,10,11,1,283,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04523712974718231,0.9825688,2.4534857645630836,0.390625,relu,10,0.0,10,11,1,352,sigmoid,binary_crossentropy,adam
10,0.061043262790216754,0.97889906,2.5682298466563225,0.28125,relu,10,0.0,10,11,1,352,sigmoid,binary_crossentropy,RMSprop
10,0.04719496367857957,0.98073393,1.9729351103305817,0.296875,relu,10,0.0,10,11,1,352,sigmoid,sparse_categorical_crossentropy,adam
10,0.060250383886866966,0.9779816,2.470431422814727,0.484375,relu,10,0.0,10,11,1,352,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.03905717196015624,0.9825688,2.4852746687829494,0.515625,relu,10,0.0,10,11,1,421,sigmoid,binary_crossentropy,adam
10,0.05580812327936505,0.9761468,3.607101246714592,0.28125,relu,10,0.0,10,11,1,421,sigmoid,binary_crossentropy,RMSprop
10,0.03957543303266727,0.98348624,3.340637419372797,0.375,relu,10,0.0,10,11,1,421,sigmoid,sparse_categorical_crossentropy,adam
10,0.054360884855610296,0.97889906,1.8691126871854067,0.515625,relu,10,0.0,10,11,1,421,sigmoid,sparse_categorical_crossentropy,RMSprop
21,0.05825022283921215,0.9770642,2.2415341176092625,0.265625,relu,10,0.0,21,11,1,7,sigmoid,binary_crossentropy,adam
21,0.062366758941281845,0.9779816,2.0412645768374205,0.359375,relu,10,0.0,21,11,1,7,sigmoid,binary_crossentropy,RMSprop
21,0.04353314721931483,0.98440367,1.563049541786313,0.515625,relu,10,0.0,21,11,1,7,sigmoid,sparse_categorical_crossentropy,adam
21,0.045053319047713,0.98440367,2.480100514367223,0.46875,relu,10,0.0,21,11,1,7,sigmoid,sparse_categorical_crossentropy,RMSprop
21,0.03829303664502281,0.9880734,3.2332839630544186,0.34375,relu,10,0.0,21,11,1,76,sigmoid,binary_crossentropy,adam
21,0.049557753743877775,0.98440367,1.8437510207295418,0.484375,relu,10,0.0,21,11,1,76,sigmoid,binary_crossentropy,RMSprop
21,0.027993886348872156,0.98899084,2.3258092887699604,0.296875,relu,10,0.0,21,11,1,76,sigmoid,sparse_categorical_crossentropy,adam
21,0.04533430366683798,0.98073393,3.093240834772587,0.359375,relu,10,0.0,21,11,1,76,sigmoid,sparse_categorical_crossentropy,RMSprop
