,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.8523999999999997,0.9933333333333334
b02_reset.csv,0.8869999999999999,0.9806666666666667
b04_reset.csv,0.6614848484848486,0.945
b06_reset.csv,0.626,0.998
b08_reset.csv,0.5205714285714286,0.9880000000000001
b09_reset.csv,0.41142857142857137,0.984
b10_reset.csv,0.5867058823529411,0.9890000000000001
b14_reset.csv,0.5541795918367346,1.0
completogpio.csv,0.6838823529411764,0.968
FSM.csv,0.5628,0.9877142857142858
MEMORY_INTERFACE.csv,0.9695466666666664,0.6748571428571428
spi_axi_master.csv,0.8626198198198199,0.667142857142857
uart.csv,0.62890625,0.5995744680851064
