round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.4504170538437511,0.8888889,0.39250124595603164,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,adam
1,0.6305385654908989,0.88668865,0.5080014734852071,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,RMSprop
1,0.5830138205039357,0.8888889,0.3401006721720404,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6305762977883367,0.8888889,0.5444402305447326,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5030878869810513,0.8888889,0.2425492928952587,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,adam
1,0.5467850988191871,0.8855886,0.26309892231104326,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,RMSprop
1,0.45108597218269036,0.87678766,0.28433578111687485,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.5467044595706844,0.8668867,0.3557806051507288,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5505047746912481,0.84158415,0.18034714794888787,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,adam
1,0.4939335273175087,0.8888889,0.2489741201303443,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,RMSprop
1,0.5258590118883729,0.8888889,0.17036618337947496,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.4752702978086157,0.8778878,0.1826079846644888,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.47189875829009986,0.8811881,0.1677689666346628,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,adam
1,0.47402530641380053,0.8646865,0.1771246901884371,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,RMSprop
1,0.5555351681769616,0.87678766,0.1200981415161977,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.4351936455967665,0.8888889,0.16529445737904433,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.38198679538876046,0.8712871,0.10649178922176361,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,adam
1,0.29279148874535943,0.8888889,0.34496351164214467,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,RMSprop
1,0.4891509351098236,0.829483,0.07207555512561194,0.9877551,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,adam
1,0.37783477959459766,0.8888889,0.10531800711641506,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.48002756961567045,0.85148513,0.2619334571823782,1.0,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,adam
1,0.3819683655621064,0.88668865,0.49444289475071185,0.67346936,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,RMSprop
1,0.46633343124809307,0.8888889,0.10538977977572656,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,sparse_categorical_crossentropy,adam
1,0.3260511274565302,0.8888889,0.13480490233216966,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.37466856278274185,0.88448846,0.22943645046681774,0.9959184,relu,10,0.0,1,5,5,42,sigmoid,binary_crossentropy,adam
1,0.42401681422400395,0.87678766,0.24713794887065887,1.0,relu,10,0.0,1,5,5,42,sigmoid,binary_crossentropy,RMSprop
1,0.38651163328533256,0.8888889,0.2435506664368571,0.9959184,relu,10,0.0,1,5,5,42,sigmoid,sparse_categorical_crossentropy,adam
1,0.3326671568900183,0.8888889,0.16709718252627218,0.9959184,relu,10,0.0,1,5,5,42,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4291917828656528,0.87568754,0.3367734338556017,0.9877551,relu,10,0.0,1,5,5,49,sigmoid,binary_crossentropy,adam
1,0.2887338154280212,0.8811881,0.17215322855205456,0.9959184,relu,10,0.0,1,5,5,49,sigmoid,binary_crossentropy,RMSprop
1,0.32073704243409146,0.9020902,0.39697940754038946,0.75102043,relu,10,0.0,1,5,5,49,sigmoid,sparse_categorical_crossentropy,adam
1,0.2798063323614818,0.889989,0.163273168091035,0.9959184,relu,10,0.0,1,5,5,49,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.31112731077654004,0.8811881,0.2675750424363175,0.8816326,relu,10,0.0,1,5,5,55,sigmoid,binary_crossentropy,adam
1,0.3489255888266663,0.8778878,0.0810988096246194,0.9959184,relu,10,0.0,1,5,5,55,sigmoid,binary_crossentropy,RMSprop
1,0.41952656893463286,0.86578655,0.11554178359861277,0.9959184,relu,10,0.0,1,5,5,55,sigmoid,sparse_categorical_crossentropy,adam
1,0.2741299454487524,0.89438945,0.33881418019229054,0.7714286,relu,10,0.0,1,5,5,55,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3670342070049513,0.8888889,0.13388944021901306,0.9959184,relu,10,0.0,1,5,5,61,sigmoid,binary_crossentropy,adam
1,0.2991053181627665,0.88338834,0.08149654997930843,0.9918367,relu,10,0.0,1,5,5,61,sigmoid,binary_crossentropy,RMSprop
1,0.3487873928512808,0.88008803,0.1451934254253093,0.9918367,relu,10,0.0,1,5,5,61,sigmoid,sparse_categorical_crossentropy,adam
1,0.31379899825199997,0.9064906,0.3657437270811322,0.7020408,relu,10,0.0,1,5,5,61,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3145187351979701,0.9064906,0.11687209409241664,0.96734697,relu,10,0.0,1,5,5,68,sigmoid,binary_crossentropy,adam
1,0.25413074241428585,0.92629266,0.3212340467951584,0.75510204,relu,10,0.0,1,5,5,68,sigmoid,binary_crossentropy,RMSprop
1,0.30740840211372344,0.89989,0.1701024630087979,0.9877551,relu,10,0.0,1,5,5,68,sigmoid,sparse_categorical_crossentropy,adam
1,0.3438622082846918,0.88008803,0.3802301868492243,0.9959184,relu,10,0.0,1,5,5,68,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.2939789931569556,0.89658964,0.3704163611923553,0.78775513,relu,10,0.0,1,5,5,74,sigmoid,binary_crossentropy,adam
1,0.25207295111555716,0.91859186,0.43181284870572234,0.6897959,relu,10,0.0,1,5,5,74,sigmoid,binary_crossentropy,RMSprop
1,0.3752530724367555,0.89768976,0.17964688249464547,0.90204084,relu,10,0.0,1,5,5,74,sigmoid,sparse_categorical_crossentropy,adam
1,0.3043797639730346,0.8888889,0.1751864679034191,0.9959184,relu,10,0.0,1,5,5,74,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3363066949193623,0.9020902,0.207012371682771,0.90612245,relu,10,0.0,1,5,5,80,sigmoid,binary_crossentropy,adam
1,0.26224800082060895,0.9163916,0.6931922399267858,0.6,relu,10,0.0,1,5,5,80,sigmoid,binary_crossentropy,RMSprop
1,0.2745668427197506,0.89989,0.2114324256395533,0.8081633,relu,10,0.0,1,5,5,80,sigmoid,sparse_categorical_crossentropy,adam
1,0.25213205311047804,0.88448846,0.26685503950076445,0.8612245,relu,10,0.0,1,5,5,80,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.40355326494302424,0.8877888,0.4019017461307195,0.8367347,relu,10,0.0,1,5,5,87,sigmoid,binary_crossentropy,adam
1,0.29276623807609803,0.8921892,0.16112526489005363,0.96734697,relu,10,0.0,1,5,5,87,sigmoid,binary_crossentropy,RMSprop
1,0.41571052989648904,0.8855886,0.3278198740920242,0.9959184,relu,10,0.0,1,5,5,87,sigmoid,sparse_categorical_crossentropy,adam
1,0.26618638935901545,0.8932893,0.22034972001399314,0.922449,relu,10,0.0,1,5,5,87,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.27706413848450606,0.9163916,0.1705898384050447,0.9510204,relu,10,0.0,1,5,5,93,sigmoid,binary_crossentropy,adam
1,0.27690923018063385,0.8888889,0.2905969993800533,0.9959184,relu,10,0.0,1,5,5,93,sigmoid,binary_crossentropy,RMSprop
1,0.29256048120560313,0.889989,0.08375586309631793,0.9959184,relu,10,0.0,1,5,5,93,sigmoid,sparse_categorical_crossentropy,adam
1,0.25577510437211975,0.89768976,0.10046603628529274,0.96734697,relu,10,0.0,1,5,5,93,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.6768235504561656,0.8855886,0.6511926833464174,0.9959184,relu,10,0.0,1,5,15,5,sigmoid,binary_crossentropy,adam
1,0.48868192894624013,0.8888889,0.1771718774523054,0.9959184,relu,10,0.0,1,5,15,5,sigmoid,binary_crossentropy,RMSprop
1,0.6654305395775765,0.8822882,0.6187622960732908,0.9959184,relu,10,0.0,1,5,15,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6607868978948351,0.8888889,0.6133399557094185,0.9959184,relu,10,0.0,1,5,15,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5064006259437441,0.8778878,0.16012395036463833,0.9959184,relu,10,0.0,1,5,15,11,sigmoid,binary_crossentropy,adam
1,0.33899534177301477,0.8888889,0.154052680662396,0.9959184,relu,10,0.0,1,5,15,11,sigmoid,binary_crossentropy,RMSprop
1,0.5609017479898382,0.8822882,0.16517836752594733,0.9959184,relu,10,0.0,1,5,15,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.43923062359867054,0.88008803,0.1447055893284934,0.9959184,relu,10,0.0,1,5,15,11,sigmoid,sparse_categorical_crossentropy,RMSprop
