round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.563948315034474,0.829483,0.4724806449851211,0.9959184,relu,10,0.0,1,5,1,5,sigmoid,binary_crossentropy,adam
1,0.4220947771772693,0.8888889,0.3791489613299467,0.8816326,relu,10,0.0,1,5,1,5,sigmoid,binary_crossentropy,RMSprop
1,0.5496391259273156,0.8888889,0.5106149717253081,0.9959184,relu,10,0.0,1,5,1,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.586392533726687,0.8855886,0.6520889985318087,0.6489796,relu,10,0.0,1,5,1,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.46891254743989413,0.8888889,0.3011867813005739,0.9959184,relu,10,0.0,1,5,1,11,sigmoid,binary_crossentropy,adam
1,0.4145275039313519,0.84158415,0.5767823846972718,0.96734697,relu,10,0.0,1,5,1,11,sigmoid,binary_crossentropy,RMSprop
1,0.654652554144298,0.7469747,0.5647494683460313,0.9918367,relu,10,0.0,1,5,1,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.6090608093276931,0.7821782,0.5125631033157816,0.9959184,relu,10,0.0,1,5,1,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3949019502852485,0.8954896,0.32376888698461104,0.9959184,relu,10,0.0,1,5,1,17,sigmoid,binary_crossentropy,adam
1,0.5848423746487226,0.850385,0.5323841060910907,0.9918367,relu,10,0.0,1,5,1,17,sigmoid,binary_crossentropy,RMSprop
1,0.66792628316596,0.62266225,0.5740999396966429,0.9918367,relu,10,0.0,1,5,1,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.4771716403554637,0.8888889,0.48218262438871423,0.9959184,relu,10,0.0,1,5,1,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.6389923966494855,0.78987896,0.41484680711006633,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,binary_crossentropy,adam
1,0.5982418321933684,0.76567656,0.4777290675104881,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,binary_crossentropy,RMSprop
1,0.5266295650152221,0.88448846,0.3752600307367286,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.5787786285672644,0.8888889,0.5089635739521104,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4843716922372875,0.8910891,0.43268258109384655,0.9918367,relu,10,0.0,1,5,1,30,sigmoid,binary_crossentropy,adam
1,0.4991108560063789,0.8888889,0.30580827715445535,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,binary_crossentropy,RMSprop
1,0.6518107758234567,0.8646865,0.42923470054353985,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,sparse_categorical_crossentropy,adam
1,0.5434536005404129,0.88338834,0.3734045363202387,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4544742397545981,0.87568754,0.42344953454270656,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,binary_crossentropy,adam
1,0.5773120402175077,0.8129813,0.37719632654773944,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,binary_crossentropy,RMSprop
1,0.5488577682127391,0.8690869,0.3141866825064834,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,sparse_categorical_crossentropy,adam
1,0.5194514626913732,0.8712871,0.20826514399781518,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5599307294922693,0.8569857,0.36058654347244573,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,binary_crossentropy,adam
1,0.4759408736517458,0.87568754,0.5302710898068487,0.9918367,relu,10,0.0,1,5,1,42,sigmoid,binary_crossentropy,RMSprop
1,0.5659833105877288,0.8547855,0.3299456445538268,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,sparse_categorical_crossentropy,adam
1,0.6036499100680923,0.7491749,0.45777966538254095,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5468029414597648,0.83938396,0.3207400623632937,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,binary_crossentropy,adam
1,0.42790481430141314,0.8877888,0.23386735742797657,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,binary_crossentropy,RMSprop
1,0.620071985606182,0.7348735,0.42758945907865253,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,sparse_categorical_crossentropy,adam
1,0.5446571724118442,0.8877888,0.1619827710852331,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.507707211214586,0.8877888,0.20782909557527426,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,binary_crossentropy,adam
1,0.528164967337195,0.8646865,0.35818099124091013,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,binary_crossentropy,RMSprop
1,0.5186881242674438,0.8778878,0.2724779348592369,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,sparse_categorical_crossentropy,adam
1,0.5073594603404747,0.8536854,0.47260354246412006,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5479927715426363,0.85588557,0.2203791214495289,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,binary_crossentropy,adam
1,0.4201657937960525,0.88338834,0.42425982441220966,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,binary_crossentropy,RMSprop
1,0.5028908262551814,0.86248624,0.2493734888884486,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,sparse_categorical_crossentropy,adam
1,0.4875489941852452,0.88338834,0.11305734621626991,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.49277079616836195,0.8811881,0.24965152387716333,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,binary_crossentropy,adam
1,0.3940037538116128,0.8855886,0.18395558364537298,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,binary_crossentropy,RMSprop
1,0.4879857571539443,0.88668865,0.19667044798938596,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,sparse_categorical_crossentropy,adam
1,0.5988181883876997,0.8613861,0.3764159290158019,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4705077281551655,0.87018704,0.11810448248775637,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,binary_crossentropy,adam
1,0.4314390014369365,0.88668865,0.23040248362385496,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,binary_crossentropy,RMSprop
1,0.4875066602649731,0.8448845,0.3774041375335382,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,sparse_categorical_crossentropy,adam
1,0.44252375304305513,0.8822882,0.26883435553433943,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.41613607216786236,0.8888889,0.16372694462841872,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,binary_crossentropy,adam
1,0.46968476203802,0.8822882,0.24429961719683238,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,binary_crossentropy,RMSprop
1,0.5676417565188392,0.8162816,0.5001490906793244,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,sparse_categorical_crossentropy,adam
1,0.4874399511268561,0.85918593,0.1675478933112962,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.45246455230728627,0.8888889,0.3204758009132074,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,binary_crossentropy,adam
1,0.5314817437441042,0.87678766,0.16888043831805793,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,binary_crossentropy,RMSprop
1,0.5094806000475574,0.8888889,0.34341596827215076,1.0,relu,10,0.0,1,5,1,87,sigmoid,sparse_categorical_crossentropy,adam
1,0.5121350821488762,0.889989,0.25746327745062964,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3704960275978276,0.8888889,0.2696267500215647,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,binary_crossentropy,adam
1,0.5265423795833315,0.86028606,0.27908233173039493,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,binary_crossentropy,RMSprop
1,0.5599907197640149,0.8437844,0.2813656810595065,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,sparse_categorical_crossentropy,adam
1,0.3746576520180938,0.8745875,0.17631078481065984,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.637332909899314,0.8888889,0.4953834025227294,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,adam
1,0.4351946269915049,0.8888889,0.1794482110714426,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,RMSprop
1,0.6828495498144194,0.68976897,0.6449562116545073,0.9918367,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6577750545392598,0.88008803,0.6073145696095058,0.9918367,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5776127826656052,0.85918593,0.2997216332931908,0.9918367,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,adam
1,0.491502482177663,0.8888889,0.1395555008582923,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,RMSprop
1,0.6320182286670105,0.8745875,0.4641341761666901,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.5774653801823607,0.8536854,0.361395424726058,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5069199051171115,0.86248624,0.10654505509503033,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,adam
1,0.4227541381343625,0.8822882,0.17208735492764687,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,RMSprop
1,0.5183306666556233,0.88008803,0.2988171863312624,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.34185785596946416,0.8888889,0.2175588200286943,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.33943497143251405,0.8888889,0.15649530686894242,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,adam
1,0.35551359226601353,0.8888889,0.22715242800055718,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,RMSprop
1,0.4335481186281599,0.87568754,0.19398367830685206,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.41546590157402363,0.88008803,0.23596722921546626,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4031015750762522,0.8932893,0.27271242497716935,0.82857144,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,adam
1,0.37609013801950825,0.8877888,0.09766551648855817,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,RMSprop
1,0.3887004352474895,0.8778878,0.2507069737327342,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,adam
1,0.28663188899376474,0.8888889,0.13358908382301427,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4170171863535712,0.87568754,0.30568880572610974,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,adam
1,0.3634354679571717,0.8877888,0.2731140375812063,0.8122449,relu,10,0.0,1,5,5,36,sigmoid,binary_crossentropy,RMSprop
1,0.48772890700234306,0.8613861,0.07756950947151957,0.9959184,relu,10,0.0,1,5,5,36,sigmoid,sparse_categorical_crossentropy,adam
