,0
average_neighbour_degree,0.5076923076923077
betweenness_centrality,0.5384615384615384
closeness_centrality,0.5230769230769231
clustering,0.4461538461538462
degree,0.46153846153846156
degree_centrality,0.4461538461538462
has_feedback_path,0.38461538461538464
katz,0.5538461538461539
load_centrality,0.5230769230769231
outdegree,0.36923076923076925
pagerank,0.46153846153846156
euclidean_score,0.5384615384615384
fastRELIC_score,0.49230769230769234
