,0
average_neighbour_degree,0.5692307692307692
betweenness_centrality,0.26153846153846155
closeness_centrality,0.4
clustering,0.3230769230769231
degree,0.16923076923076924
degree_centrality,0.3230769230769231
has_feedback_path,0.1076923076923077
katz,0.47692307692307695
load_centrality,0.3076923076923077
outdegree,0.16923076923076924
pagerank,0.4307692307692308
