,0,1
0,0.34375,0.34375
1,0.46875,0.484375
2,0.828125,0.765625
3,0.5,0.59375
4,0.703125,0.53125
5,0.46875,0.578125
6,0.359375,0.703125
7,0.46875,0.484375
8,0.546875,0.53125
9,0.53125,0.53125
10,0.609375,0.75
11,0.59375,0.53125
