average_neighbour_degree,betweenness_centrality,closeness_centrality,clustering,degree,degree_centrality,has_feedback_path,indegree,katz,load_centrality,outdegree,pagerank,xx_good_SN,xx_state_ff
1.0,0.0036538561784867202,0.006772184011726239,0.16666666666666666,4.0,0.005102040816326529,1.0,2.0,0.03587551763660399,0.0036538561784867202,2.0,0.0018426854785213453,0.0,0.0
1.0,0.004018753095107775,0.006772184011726239,0.16666666666666666,4.0,0.005102040816326529,1.0,2.0,0.03587551763660399,0.004018753095107775,2.0,0.0018426854785213453,0.0,0.0
1.0,0.00433640889305914,0.006772184011726239,0.16666666666666666,4.0,0.005102040816326529,1.0,2.0,0.03587551763660399,0.00433640889305914,2.0,0.0018426854785213453,0.0,0.0
1.0,0.0044732452367920355,0.006772184011726239,0.16666666666666666,4.0,0.005102040816326529,1.0,2.0,0.03587551763660399,0.0044732452367920355,2.0,0.0018426854785213453,0.0,0.0
1.0,0.004704563817864309,0.006772184011726239,0.16666666666666666,4.0,0.005102040816326529,1.0,2.0,0.03587551763660399,0.00470456381786431,2.0,0.001843053064659793,0.0,0.0
1.0,0.003082727343811087,0.006533838831975479,0.06666666666666668,6.0,0.007653061224489796,1.0,2.0,0.03587551763660399,0.003084519248312352,4.0,0.0015627995952211635,0.0,0.0
1.0,0.003960675220644728,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.00396051619881669,5.0,0.001508036347585479,0.0,0.0
1.0,0.004836332148866358,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.004832440639090886,5.0,0.001508036347585479,0.0,0.0
0.5,0.004654064691010504,0.05262234219410205,0.0,4.0,0.005102040816326529,1.0,2.0,0.035883995739335935,0.004654064691010504,2.0,0.004798893408867979,0.0,0.0
1.0,0.005400083126547274,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.005396992369744833,5.0,0.0015080363475854792,0.0,0.0
1.0,0.005723996368788767,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.005715666295253734,5.0,0.0015080363475854788,0.0,0.0
1.0,0.00604423351168601,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.00603871816926004,5.0,0.0015080363475854792,0.0,0.0
1.0,0.006646078430913053,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.006696835822451586,5.0,0.001508036347585479,0.0,0.0
1.0,0.006477463271387737,0.006533838831975479,0.047619047619047616,7.0,0.008928571428571428,1.0,2.0,0.03587551763660399,0.006478142023092761,5.0,0.0015081083717347038,0.0,0.0
9.6,0.0025197978297321487,0.004901960784313725,0.09523809523809523,7.0,0.008928571428571428,1.0,2.0,0.03587511573082871,0.002519662079391144,5.0,0.0004331784094367605,0.0,1.0
4.666666666666667,0.005175617501151164,0.004310344827586207,0.0,5.0,0.006377551020408162,1.0,2.0,0.0358330278182374,0.005174938749446138,3.0,0.0008105208957463626,0.0,1.0
0.5,0.004375504991268538,0.05007194774894882,0.0,4.0,0.005102040816326529,1.0,2.0,0.035880734795392465,0.004375504991268538,2.0,0.004573621747591429,0.0,0.0
0.5,0.0041507024265644964,0.047631613669349517,0.0,4.0,0.005102040816326529,1.0,2.0,0.03588399954748103,0.0041507024265644964,2.0,0.004729368160383185,0.0,0.0
0.5,0.003924270857768395,0.04478390827804221,0.0,4.0,0.005102040816326529,1.0,2.0,0.03588391518242033,0.003924270857768395,2.0,0.0043750448623971466,0.0,0.0
1.25,0.00684371769141884,0.012432816638105623,0.0,6.0,0.007653061224489796,1.0,2.0,0.03586890640377429,0.006873582766439909,4.0,0.001158500510431916,0.0,0.0
0.0,0.008330248056275453,0.086324494841845,0.0,3.0,0.040540540540540536,0.0,2.0,0.1175129377105876,0.008330248056275453,1.0,0.023601457302409246,0.0,0.0
0.0,0.008515364679748241,0.0910655878808745,0.0,3.0,0.040540540540540536,0.0,2.0,0.1175160673227246,0.008515364679748241,1.0,0.024312375330330423,0.0,0.0
0.0,0.007404664938911514,0.09918175055789737,0.0,3.0,0.040540540540540536,0.0,2.0,0.11870929179930233,0.007404664938911514,1.0,0.019638733640114654,0.0,0.0
0.0,0.007404664938911514,0.09200690051753882,0.0,3.0,0.040540540540540536,0.0,2.0,0.1186007294408432,0.007404664938911514,1.0,0.016505487058831144,0.0,0.0
0.0,0.008515364679748241,0.08665028665028665,0.0,3.0,0.040540540540540536,0.0,2.0,0.11751273126667768,0.008515364679748241,1.0,0.02354545610624286,0.0,0.0
1.8,0.1103929761464008,0.07960687960687961,0.0,7.0,0.0945945945945946,1.0,2.0,0.11859274403533167,0.11000555349870418,5.0,0.02186411192038619,0.0,1.0
1.8333333333333333,0.15416556478200313,0.09121621621621624,0.0,8.0,0.10810810810810813,1.0,2.0,0.11871048587863114,0.15480377637911885,6.0,0.025351333835325156,0.0,1.0
1.8333333333333333,0.12252031875319545,0.0841995841995842,0.0,8.0,0.10810810810810813,1.0,2.0,0.11871049169395255,0.12226952980377638,6.0,0.02391925143040509,0.0,1.0
1.2222222222222223,0.0013462607298308255,0.03270441879178305,0.01818181818181818,11.0,0.001244766323412923,1.0,2.0,0.010573128626680821,0.0013400038307595234,9.0,0.0003590312638983996,0.0,0.0
1.1111111111111112,0.0012421118365983528,0.032762329734300565,0.01818181818181818,11.0,0.001244766323412923,1.0,2.0,0.010573128626680821,0.0012390288927276172,9.0,0.000349113380296303,0.0,0.0
1.1428571428571428,0.0010282788573735078,0.03308942485250211,0.027777777777777776,9.0,0.0010184451737014824,1.0,2.0,0.010573128799331793,0.0010261500436480162,7.0,0.0004079601286310982,0.0,0.0
1.0,0.024432375393353162,0.029019496981317162,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.010573138381460834,0.02452421396034996,4.0,0.00040075544672516666,0.0,0.0
1.0,0.02113666754598721,0.029160797621768576,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.010573138381460834,0.020589370894123157,4.0,0.0004090705819083728,0.0,0.0
1.0,0.029250109349361786,0.029803295262912574,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.01057313751820597,0.02920767420642913,4.0,0.00043150927827541904,0.0,0.0
1.0,0.036268056017670885,0.02998818105634699,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.010573138381460834,0.03650780368174193,4.0,0.00039834602412620776,0.0,0.0
1.0,0.03527464447268448,0.030488526617332156,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573138467786323,0.035389034563883294,5.0,0.00045494502847792813,0.0,0.0
1.0,0.02477668331658377,0.030674127719805943,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573138467786323,0.024446410337110938,5.0,0.00045717305392080734,0.0,0.0
1.0,0.04490148559974404,0.030784483665395827,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573138467786323,0.04417199959301382,5.0,0.0004801097614177481,0.0,0.0
0.5,0.00014294693342955581,0.027068283961248427,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318629077438,0.00014613799453130647,2.0,0.00024718569054130613,0.0,0.0
1.0,0.033473770301497015,0.030680022354498387,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573138467786323,0.03326516247007764,5.0,0.0004585657258551048,0.0,0.0
1.0,0.00527130269134285,0.030833298504379575,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.01057441599866663,0.005205078880899289,4.0,0.00031193736383152787,0.0,0.0
1.0,0.008610717108070568,0.031329289729726824,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.008585042780582005,5.0,0.00039405363458839627,0.0,0.0
1.0,0.008380392552922953,0.0317794510265699,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.008389452063619345,5.0,0.0003973445725956315,0.0,0.0
1.0,0.00877161494899933,0.031795106995148086,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.008792150681271229,5.0,0.00038055967845192413,0.0,0.0
1.0,0.008896835800839359,0.03225645200620605,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.008871126848883836,5.0,0.0003924912279328387,0.0,0.0
1.0,0.007824447950044172,0.03215694360449073,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.007837530021618333,5.0,0.00038879836286331496,0.0,0.0
1.0,0.014198428036859388,0.03220200524651915,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010574626805505584,0.013996919473372187,5.0,0.00037302104328157376,0.0,0.0
1.0,0.00853390439304152,0.031365734392294564,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.01057441599866663,0.008526238268250934,4.0,0.00032372678319296126,0.0,0.0
1.0,0.002487154067565925,0.025156343606234925,0.005263157894736842,20.0,0.002263211497114405,1.0,2.0,0.010563800035592336,0.002537927810622577,18.0,0.00010061434428816316,0.0,0.0
0.5,0.00014512996491656277,0.02765575916142797,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318629077438,0.00014552967319748502,2.0,0.00024530201938840297,0.0,0.0
1.0,0.0029666821838340678,0.02560460278984557,0.005847953216374269,19.0,0.0021500509222586854,1.0,2.0,0.010563800035592336,0.002997539791643156,17.0,0.00010106750421664828,0.0,0.0
1.0,0.0034143146084537643,0.02575012300688973,0.0047619047619047615,21.0,0.0023763720719701263,1.0,2.0,0.010563800035592336,0.0034584766725161142,19.0,0.00010193090878232628,0.0,0.0
1.0588235294117647,0.002856273439657928,0.025681776344038662,0.005847953216374269,19.0,0.0021500509222586854,1.0,2.0,0.010563800035592336,0.0028969721687674968,17.0,0.00010079797722929788,0.0,0.0
1.0625,0.0031727933677033805,0.025900734237387275,0.006535947712418301,18.0,0.002036890347402965,1.0,2.0,0.010563800035592336,0.0032342690392282995,16.0,0.00010078025532751826,0.0,0.0
1.0,0.004767933657326389,0.02735730671775766,0.007352941176470587,17.0,0.0019237297725472448,1.0,2.0,0.010581978197642616,0.004794474987440406,15.0,9.433550448935032e-05,0.0,0.0
1.0,0.004245839082270757,0.026772500718980862,0.005847953216374269,19.0,0.0021500509222586854,1.0,2.0,0.010581978197642616,0.004300123656038879,17.0,9.398366141305684e-05,0.0,0.0
1.0,0.003729561758257546,0.027269506773510588,0.007352941176470587,17.0,0.0019237297725472448,1.0,2.0,0.010581978197642616,0.003763358520376562,15.0,9.43294393115552e-05,0.0,0.0
1.0,0.0010154653092781557,0.02432051834412333,0.009523809523809523,15.0,0.0016974086228358038,1.0,2.0,0.010563713451128998,0.0010236791384407703,13.0,8.39181108238147e-05,0.0,0.0
1.0,0.0009363640422711119,0.024477816791165563,0.01098901098901099,14.0,0.0015842480479800838,1.0,2.0,0.010563713451128998,0.0009414941258186787,12.0,8.442702841824092e-05,0.0,0.0
1.0,0.0010195645797042624,0.024503719870521603,0.01282051282051282,13.0,0.0014710874731243635,1.0,2.0,0.010563713451128998,0.0010317834193683264,11.0,8.454190762402806e-05,0.0,0.0
0.5,0.00015360900685900268,0.028631915305218945,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318801728413,0.00015365556554084787,2.0,0.00023791470047451895,0.0,0.0
1.0,0.0009676212931773318,0.024558275299850302,0.015151515151515154,12.0,0.0013579268982686432,1.0,2.0,0.010563713451128998,0.0009710457358774806,10.0,8.534899757440955e-05,0.0,0.0
1.0,0.0009906810397364069,0.024622564239569218,0.01282051282051282,13.0,0.0014710874731243635,1.0,2.0,0.010563713451128998,0.0009935380169841268,11.0,8.500826837137671e-05,0.0,0.0
1.0,0.0010342668388115383,0.02518370346254331,0.01818181818181818,11.0,0.001244766323412923,1.0,2.0,0.010563713623779973,0.0010488284230574432,9.0,8.595541098952949e-05,0.0,0.0
1.0,0.0011143880027732656,0.024866293049354525,0.009523809523809523,15.0,0.0016974086228358038,1.0,2.0,0.010563713623779973,0.0011157477718918456,13.0,8.371772942914211e-05,0.0,0.0
1.0,0.0010826978457275243,0.025021566363207213,0.01282051282051282,13.0,0.0014710874731243635,1.0,2.0,0.010563713623779973,0.0010861025123645473,11.0,8.482435172018935e-05,0.0,0.0
6.25,0.006683305557387985,0.02817082946958845,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.0105733616191699,0.006688390211036533,4.0,8.336835416486816e-05,0.0,0.0
5.0,0.007006853427568221,0.02833979838662509,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.0105733616191699,0.006953816017016196,4.0,8.501162228667194e-05,0.0,0.0
2.0,0.006987002227463019,0.02536406386838369,0.01098901098901099,14.0,0.0015842480479800838,1.0,2.0,0.010573137000253046,0.006969986408708667,12.0,0.0002918988655236602,0.0,0.0
1.9,0.00644539050577882,0.02574979512325064,0.0,12.0,0.0013579268982686432,1.0,2.0,0.010573501811760592,0.006596344289582624,10.0,0.00032753491267357483,0.0,0.0
1.8333333333333333,0.005630256694031603,0.025172940392292262,0.01098901098901099,14.0,0.0015842480479800838,1.0,2.0,0.0105731379498334,0.0055029600870579705,12.0,0.0003078671683856978,0.0,0.0
0.5,0.0001535242185836344,0.028894124195886994,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318801728413,0.0001537388095128445,2.0,0.00024814176473032844,0.0,0.0
1.4,0.005207833970734162,0.025534660759058626,0.0,12.0,0.0013579268982686432,1.0,2.0,0.010573493351862877,0.0052670999235494564,10.0,0.0003373328850213995,0.0,0.0
1.5,0.0066872019580257475,0.02582784772691683,0.01098901098901099,14.0,0.0015842480479800838,1.0,2.0,0.010573137000253046,0.006612706257471467,12.0,0.00030187578031324724,0.0,0.0
1.4545454545454546,0.005273674065387095,0.02566482776013174,0.01282051282051282,13.0,0.0014710874731243635,1.0,2.0,0.010573137000253046,0.005260221096193732,11.0,0.00026645549341031404,0.0,0.0
1.0,0.000663729924228129,0.028428108771183663,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.01057227452231365,0.0006637490124063232,2.0,0.00010902306448704421,0.0,0.0
3.5,0.0288002918119275,0.025483498122039025,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.010581977420713236,0.028782758102825764,4.0,0.0001064936780355304,0.0,0.0
4.666666666666667,0.03904011625116483,0.026156120169279613,0.03571428571428571,8.0,0.0009052845988457623,1.0,2.0,0.010581977420713236,0.03893939609777649,6.0,0.00010069615347177728,0.0,0.0
15.555555555555555,0.04919172593448158,0.026307196883163516,0.01818181818181818,11.0,0.001244766323412923,1.0,2.0,0.010581977420713236,0.04921625777353022,9.0,9.775740113776152e-05,0.0,0.0
4.578947368421051,0.0465324478714988,0.026212287014781937,0.0047619047619047615,21.0,0.0023763720719701263,1.0,2.0,0.010581977420713236,0.04717792606475636,19.0,9.331186006605032e-05,0.0,0.0
3.2307692307692313,0.039427335936019055,0.026578268460052932,0.002645502645502645,28.0,0.003168496095960168,1.0,2.0,0.010581977420713236,0.039427878504033335,26.0,9.236667136663088e-05,0.0,0.0
5.0,0.056099692630775216,0.02726766828064085,0.006535947712418301,18.0,0.002036890347402965,1.0,2.0,0.010581977420713236,0.05515733508117286,16.0,9.437828447741883e-05,0.0,0.0
0.5,0.00015782480551582522,0.029526199861906337,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318801728413,0.00015830442120773634,2.0,0.0002473058257150846,0.0,0.0
3.8,0.06296375180434023,0.02669251845910904,0.0005288207297726071,62.0,0.007015955641054656,1.0,2.0,0.010581977420713236,0.0629303739866231,60.0,9.18910561047026e-05,0.0,0.0
2.8382352941176467,0.06562653790029134,0.02711326665515059,0.00041407867494824016,70.0,0.007921240239900419,1.0,2.0,0.010581977420713236,0.06534714489848857,68.0,9.165360909786572e-05,0.0,0.0
1.3636363636363635,0.06848398223596905,0.03337952671484578,0.01282051282051282,13.0,0.0014710874731243635,1.0,2.0,0.01057313751820597,0.06889564327320448,11.0,0.0005379276624828445,0.0,0.0
1.2,0.0031222604087070703,0.029171173632847144,0.0,7.0,0.0007921240239900419,1.0,2.0,0.010573204852085731,0.003125019130105103,5.0,0.000259660070750642,0.0,0.0
1.0,0.003688151229646185,0.027896341541624386,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573128713006306,0.0037032905906700256,5.0,0.0002637239118729671,0.0,0.0
1.25,0.022067986158443992,0.029148188092398268,0.06666666666666668,6.0,0.0006789634491343216,1.0,2.0,0.010573118785575314,0.02225617593871858,4.0,0.0003714143466042792,0.0,0.0
1.0,0.006039743605393872,0.02793757848348041,0.047619047619047616,7.0,0.0007921240239900419,1.0,2.0,0.010573118871900804,0.00602852334930021,5.0,0.0007633646489035128,0.0,0.0
1.6666666666666667,0.003879568511827042,0.027623754578013027,0.0,5.0,0.0005658028742786014,1.0,2.0,0.010571497679257236,0.003899699239689261,3.0,0.00022588454254981801,0.0,0.0
1.8888888888888888,0.002101959403660919,0.025320766211411844,0.0,20.0,0.002263211497114405,1.0,2.0,0.010572233086079949,0.002073815852577333,18.0,7.528878344971067e-05,0.0,0.0
1.5714285714285714,0.006785613612861565,0.029100650346917226,0.0,9.0,0.0010184451737014824,1.0,2.0,0.010574775285343013,0.006799777649267584,7.0,0.0004080098839016564,0.0,0.0
0.5,0.00016679899591938175,0.030146872165566812,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318283775491,0.0001672563498886042,2.0,0.00021270828487372645,0.0,0.0
1.5555555555555556,0.008121768200989091,0.0299328441193579,0.0,11.0,0.001244766323412923,1.0,2.0,0.010574777270829212,0.008128079698790524,9.0,0.0004054434003724883,0.0,0.0
1.75,0.009420117503597298,0.03084615374661613,0.0,10.0,0.0011316057485572027,1.0,2.0,0.01057479617611084,0.009369194493354905,8.0,0.00042804304502359626,0.0,0.0
1.4285714285714286,0.005337628176627255,0.029459865297395364,0.0,9.0,0.0010184451737014824,1.0,2.0,0.0105747635450768,0.00531063643961075,7.0,0.00034806705698715493,0.0,0.0
1.5,0.008639720195544638,0.031032337992006127,0.0,10.0,0.0011316057485572027,1.0,2.0,0.010574777270829212,0.008617878125209229,8.0,0.00040681227086294925,0.0,0.0
1.25,0.007093159754833187,0.030854468327484036,0.0,10.0,0.0011316057485572027,1.0,2.0,0.010574786680307282,0.007033337022428692,8.0,0.0004022211733006991,0.0,0.0
1.25,0.008369285704265997,0.031489465742182934,0.0,10.0,0.0011316057485572027,1.0,2.0,0.010574805067635987,0.008355757465108098,8.0,0.00042347075685312353,0.0,0.0
1.375,0.006013733768909602,0.03024819375475891,0.0,10.0,0.0011316057485572027,1.0,2.0,0.010574773213531329,0.0060160656687746426,8.0,0.00034457515601990176,0.0,0.0
2.0,0.005252417188842501,0.028645832453930518,0.0,7.0,0.0007921240239900419,1.0,2.0,0.010574466499076451,0.005189082255995718,5.0,0.00024224784113605448,0.0,0.0
1.8333333333333333,0.005199068388146532,0.029349696332566805,0.0,8.0,0.0009052845988457623,1.0,2.0,0.010574773299856816,0.005216643114479019,6.0,0.00029407850792622986,0.0,0.0
1.6666666666666667,0.004232670698917843,0.029888014604365017,0.0,8.0,0.0009052845988457623,1.0,2.0,0.010574773299856816,0.004184865173004282,6.0,0.0002929481576642294,0.0,0.0
0.5,0.00016499950315037413,0.030559057348403664,0.16666666666666666,4.0,0.00045264229942288114,1.0,2.0,0.010573318283775491,0.00016525209117822392,2.0,0.0002160961753952292,0.0,0.0
1.5714285714285714,0.006426413624531125,0.030107387882181508,0.0,9.0,0.0010184451737014824,1.0,2.0,0.010574773299856816,0.006482572591913256,7.0,0.00028114271591099825,0.0,0.0
1.8,0.0044041635091138145,0.03069834119551887,0.0,7.0,0.0007921240239900419,1.0,2.0,0.010574773299856816,0.004380884816538993,5.0,0.000308675348242959,0.0,0.0
1.6,0.0040323246004367935,0.030993338103652342,0.0,7.0,0.0007921240239900419,1.0,2.0,0.010574775112692041,0.004045660040621521,5.0,0.00031203746103549817,0.0,0.0
