mixed_accuracy,mixed_average,State_Register_accuracy,State_Register_average
0.6875,0.6978125,0.6382978723404256,0.6742553191489364
0.59375,,0.5957446808510638,
0.625,,0.6382978723404256,
0.71875,,0.7659574468085106,
0.640625,,0.5106382978723404,
0.59375,,0.5106382978723404,
0.71875,,0.7659574468085106,
0.703125,,0.5957446808510638,
0.59375,,0.5106382978723404,
0.75,,0.723404255319149,
0.671875,,0.6595744680851063,
0.65625,,0.574468085106383,
0.640625,,0.5106382978723404,
0.734375,,0.723404255319149,
0.625,,0.48936170212765956,
0.71875,,0.723404255319149,
0.59375,,0.44680851063829785,
0.734375,,0.7021276595744681,
0.671875,,0.5531914893617021,
0.703125,,0.7446808510638298,
0.59375,,0.5106382978723404,
0.453125,,0.2978723404255319,
0.703125,,0.7446808510638298,
0.640625,,0.574468085106383,
0.765625,,0.7021276595744681,
0.671875,,0.6170212765957447,
0.703125,,0.723404255319149,
0.5,,0.40425531914893614,
0.734375,,0.7659574468085106,
0.6875,,0.6808510638297872,
0.734375,,0.7872340425531915,
0.734375,,0.7659574468085106,
0.703125,,0.5957446808510638,
0.65625,,0.5957446808510638,
0.75,,0.723404255319149,
0.5,,0.3191489361702128,
0.71875,,0.6808510638297872,
0.765625,,0.8297872340425532,
0.640625,,0.574468085106383,
0.6875,,0.723404255319149,
0.734375,,0.7021276595744681,
0.734375,,0.7659574468085106,
0.6875,,0.723404255319149,
0.796875,,0.8723404255319149,
0.75,,0.723404255319149,
0.703125,,0.5957446808510638,
0.703125,,0.7446808510638298,
0.6875,,0.574468085106383,
0.8125,,0.8936170212765957,
0.8125,,0.7446808510638298,
0.671875,,0.6382978723404256,
0.765625,,0.8297872340425532,
0.734375,,0.7872340425531915,
0.640625,,0.5957446808510638,
0.75,,0.8085106382978723,
0.640625,,0.6595744680851063,
0.59375,,0.5319148936170213,
0.734375,,0.7872340425531915,
0.515625,,0.3404255319148936,
0.6875,,0.6170212765957447,
0.828125,,0.9148936170212766,
0.8125,,0.7872340425531915,
0.6875,,0.6595744680851063,
0.671875,,0.5957446808510638,
0.765625,,0.8085106382978723,
0.78125,,0.7446808510638298,
0.71875,,0.6170212765957447,
0.765625,,0.8297872340425532,
0.765625,,0.7872340425531915,
0.640625,,0.6595744680851063,
0.609375,,0.46808510638297873,
0.671875,,0.5531914893617021,
0.71875,,0.6595744680851063,
0.75,,0.7446808510638298,
0.734375,,0.7659574468085106,
0.703125,,0.7446808510638298,
0.78125,,0.7659574468085106,
0.6875,,0.723404255319149,
0.734375,,0.7872340425531915,
0.765625,,0.8297872340425532,
0.734375,,0.7872340425531915,
0.671875,,0.574468085106383,
0.59375,,0.574468085106383,
0.734375,,0.6382978723404256,
0.625,,0.6382978723404256,
0.75,,0.6808510638297872,
0.71875,,0.7659574468085106,
0.71875,,0.7659574468085106,
0.859375,,0.8085106382978723,
0.765625,,0.8297872340425532,
0.78125,,0.8297872340425532,
0.65625,,0.5319148936170213,
0.671875,,0.6170212765957447,
0.6875,,0.6595744680851063,
0.65625,,0.5319148936170213,
0.734375,,0.7021276595744681,
0.78125,,0.8297872340425532,
0.71875,,0.7446808510638298,
0.6875,,0.7021276595744681,
0.765625,,0.8297872340425532,
