,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.96,0.94
b02_reset.csv,0.90,0.87
b04_reset.csv,0.99,0.82
b06_reset.csv,1.00,1.00
b08_reset.csv,0.91,0.64
b09_reset.csv,0.74,0.96
b10_reset.csv,0.83,0.90
b14_reset.csv,0.66,0.22
completogpio.csv,0.87,1.00
FSM.csv,0.80,0.84
MEMORY_INTERFACE.csv,0.97,0.63
spi_axi_master.csv,0.91,0.68
uart.csv,0.70,0.68
,0.86,0.78
