round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
10,0.07546437052377594,0.9733945,1.4431247934699059,0.28125,relu,10,0.0,10,11,1,7,sigmoid,binary_crossentropy,adam
10,0.09409560267215407,0.96330273,1.340515112504363,0.296875,relu,10,0.0,10,11,1,7,sigmoid,binary_crossentropy,RMSprop
10,0.06250932274189769,0.9798165,1.5978672578930855,0.28125,relu,10,0.0,10,11,1,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.08595347324377695,0.9669725,1.2576753441244364,0.265625,relu,10,0.0,10,11,1,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.06611867701723412,0.9733945,2.112115878611803,0.28125,relu,10,0.0,10,11,1,76,sigmoid,binary_crossentropy,adam
10,0.064721152596434,0.98073393,2.427640523761511,0.515625,relu,10,0.0,10,11,1,76,sigmoid,binary_crossentropy,RMSprop
10,0.04293493535492458,0.98165137,1.7422787435352802,0.359375,relu,10,0.0,10,11,1,76,sigmoid,sparse_categorical_crossentropy,adam
10,0.056140349071604784,0.98165137,3.6612051241099834,0.296875,relu,10,0.0,10,11,1,76,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.049801279074985556,0.98348624,1.7922646310180426,0.46875,relu,10,0.0,10,11,1,145,sigmoid,binary_crossentropy,adam
10,0.05851910046419666,0.9779816,2.8619041489437222,0.515625,relu,10,0.0,10,11,1,145,sigmoid,binary_crossentropy,RMSprop
10,0.04890990969899843,0.9779816,1.3849478550255299,0.5,relu,10,0.0,10,11,1,145,sigmoid,sparse_categorical_crossentropy,adam
10,0.061215038469793925,0.98165137,1.5228736400604248,0.5,relu,10,0.0,10,11,1,145,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.040919992802669974,0.98440367,3.6236142553389072,0.40625,relu,10,0.0,10,11,1,214,sigmoid,binary_crossentropy,adam
10,0.062199094045187406,0.9770642,3.1434789821505547,0.390625,relu,10,0.0,10,11,1,214,sigmoid,binary_crossentropy,RMSprop
10,0.04052368088241148,0.98440367,2.1320541463792324,0.3125,relu,10,0.0,10,11,1,214,sigmoid,sparse_categorical_crossentropy,adam
10,0.06296446517981918,0.9770642,1.4769462440162897,0.46875,relu,10,0.0,10,11,1,214,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04598158368786878,0.98440367,1.7756223529577255,0.40625,relu,10,0.0,10,11,1,283,sigmoid,binary_crossentropy,adam
10,0.04638968486367691,0.98348624,2.3784415777772665,0.5,relu,10,0.0,10,11,1,283,sigmoid,binary_crossentropy,RMSprop
10,0.04379556654341553,0.98623854,2.023586731404066,0.265625,relu,10,0.0,10,11,1,283,sigmoid,sparse_categorical_crossentropy,adam
10,0.05016885421775792,0.98165137,3.2098263232037425,0.53125,relu,10,0.0,10,11,1,283,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04747858964047745,0.98165137,3.1202681362628937,0.296875,relu,10,0.0,10,11,1,352,sigmoid,binary_crossentropy,adam
10,0.04273496314250357,0.98623854,2.487240944057703,0.46875,relu,10,0.0,10,11,1,352,sigmoid,binary_crossentropy,RMSprop
10,0.04335014726636865,0.9825688,2.2036669366061687,0.28125,relu,10,0.0,10,11,1,352,sigmoid,sparse_categorical_crossentropy,adam
10,0.04892385429168016,0.98348624,3.6950990445911884,0.484375,relu,10,0.0,10,11,1,352,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04514007618033473,0.98440367,1.7627372685819864,0.484375,relu,10,0.0,10,11,1,421,sigmoid,binary_crossentropy,adam
10,0.058112342492560455,0.98623854,3.8817483633756638,0.453125,relu,10,0.0,10,11,1,421,sigmoid,binary_crossentropy,RMSprop
10,0.038910469276643114,0.98623854,0.9290102012455463,0.71875,relu,10,0.0,10,11,1,421,sigmoid,sparse_categorical_crossentropy,adam
10,0.05009582807249048,0.9853211,2.0220223739743233,0.5,relu,10,0.0,10,11,1,421,sigmoid,sparse_categorical_crossentropy,RMSprop
21,0.04165081877573532,0.98348624,2.675027444958687,0.28125,relu,10,0.0,21,11,1,7,sigmoid,binary_crossentropy,adam
21,0.053109656918581376,0.9770642,2.792825683951378,0.390625,relu,10,0.0,21,11,1,7,sigmoid,binary_crossentropy,RMSprop
21,0.0504724223931948,0.9825688,1.2392683178186417,0.359375,relu,10,0.0,21,11,1,7,sigmoid,sparse_categorical_crossentropy,adam
21,0.05742946139348157,0.97889906,2.0355094894766808,0.3125,relu,10,0.0,21,11,1,7,sigmoid,sparse_categorical_crossentropy,RMSprop
21,0.03238452193258494,0.9880734,2.237978119403124,0.296875,relu,10,0.0,21,11,1,76,sigmoid,binary_crossentropy,adam
21,0.0404255722909294,0.98165137,2.469209160655737,0.578125,relu,10,0.0,21,11,1,76,sigmoid,binary_crossentropy,RMSprop
21,0.03382951036480644,0.9880734,1.8230665363371372,0.421875,relu,10,0.0,21,11,1,76,sigmoid,sparse_categorical_crossentropy,adam
