,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.706,0.541333333333333
b02_reset.csv,0.6295,0.527333333333333
b04_reset.csv,0.946545454545454,0.437
b06_reset.csv,0.798,0.586666666666667
b08_reset.csv,0.831047619047619,0.392
b09_reset.csv,0.809071428571429,0.633
b10_reset.csv,0.776117647058823,0.615
b14_reset.csv,0.8396,0.658
completogpio.csv,0.86643137254902,0.445636363636364
FSM.csv,0.680266666666667,0.494285714285714
MEMORY_INTERFACE.csv,0.919146666666667,0.153142857142857
spi_axi_master.csv,0.984994594594595,0.043714285714286
uart.csv,0.27034375,0.00668085106383
,0.773620399976944,0.425676415782799
