fastRELIC_accuracy,fastRELIC_average,State_Register_accuracy,State_Register_average
0.7727272727272727,0.7209090909090909,1.0,0.895
0.6363636363636364,,1.0,
0.6515151515151515,,0.5,
0.7575757575757576,,0.5,
0.7575757575757576,,1.0,
0.6060606060606061,,1.0,
0.7575757575757576,,1.0,
0.6363636363636364,,1.0,
0.6363636363636364,,1.0,
0.8181818181818182,,1.0,
0.7727272727272727,,1.0,
0.5,,1.0,
0.7575757575757576,,0.5,
0.7727272727272727,,1.0,
0.5606060606060606,,1.0,
0.7727272727272727,,1.0,
0.7575757575757576,,0.5,
0.5151515151515151,,1.0,
0.7424242424242424,,1.0,
0.7727272727272727,,1.0,
0.7424242424242424,,1.0,
0.7575757575757576,,1.0,
0.5,,1.0,
0.7575757575757576,,1.0,
0.6363636363636364,,1.0,
0.5,,1.0,
0.7424242424242424,,1.0,
0.8181818181818182,,1.0,
0.7727272727272727,,1.0,
0.6212121212121212,,1.0,
0.7727272727272727,,1.0,
0.7727272727272727,,1.0,
0.7878787878787878,,0.5,
0.7272727272727273,,1.0,
0.7424242424242424,,1.0,
0.7424242424242424,,0.5,
0.6515151515151515,,1.0,
0.7424242424242424,,0.0,
0.7424242424242424,,0.5,
0.6363636363636364,,1.0,
0.7272727272727273,,0.5,
0.6363636363636364,,1.0,
0.7727272727272727,,1.0,
0.7727272727272727,,1.0,
0.7878787878787878,,1.0,
0.7727272727272727,,1.0,
0.7575757575757576,,1.0,
0.7272727272727273,,1.0,
0.6212121212121212,,1.0,
0.6212121212121212,,0.5,
0.7575757575757576,,0.5,
0.6363636363636364,,1.0,
0.7878787878787878,,1.0,
0.8181818181818182,,0.5,
0.7727272727272727,,1.0,
0.7575757575757576,,0.5,
0.7727272727272727,,1.0,
0.6515151515151515,,1.0,
0.7575757575757576,,0.5,
0.6363636363636364,,0.5,
0.7575757575757576,,1.0,
0.7575757575757576,,1.0,
0.8333333333333334,,1.0,
0.8333333333333334,,1.0,
0.7575757575757576,,0.5,
0.7727272727272727,,1.0,
0.7121212121212122,,1.0,
0.7424242424242424,,0.5,
0.5909090909090909,,1.0,
0.7727272727272727,,1.0,
0.7575757575757576,,1.0,
0.8333333333333334,,1.0,
0.7424242424242424,,1.0,
0.7575757575757576,,0.5,
0.7424242424242424,,1.0,
0.7424242424242424,,1.0,
0.7272727272727273,,1.0,
0.6060606060606061,,0.5,
0.5151515151515151,,1.0,
0.7727272727272727,,1.0,
0.8484848484848485,,1.0,
0.696969696969697,,1.0,
0.5,,1.0,
0.7575757575757576,,0.5,
0.6363636363636364,,1.0,
0.7878787878787878,,1.0,
0.6212121212121212,,1.0,
0.7575757575757576,,1.0,
0.7727272727272727,,1.0,
0.7727272727272727,,1.0,
0.7727272727272727,,1.0,
0.7272727272727273,,1.0,
0.7424242424242424,,1.0,
0.7727272727272727,,1.0,
0.7575757575757576,,1.0,
0.7575757575757576,,1.0,
0.7727272727272727,,1.0,
0.7424242424242424,,1.0,
0.7575757575757576,,1.0,
0.7424242424242424,,1.0,
