fastRELIC_accuracy,fastRELIC_average,State_Register_accuracy,State_Register_average
0.990990990990991,0.9813333333333333,0.2857142857142857,0.5171428571428572
0.9855855855855856,,0.0,
0.9837837837837838,,0.5714285714285714,
0.9891891891891892,,0.42857142857142855,
0.9351351351351351,,0.7142857142857143,
0.9801801801801802,,0.7142857142857143,
0.9315315315315316,,0.7142857142857143,
0.9855855855855856,,0.7142857142857143,
0.9873873873873874,,0.42857142857142855,
0.9891891891891892,,0.42857142857142855,
0.9873873873873874,,0.7142857142857143,
0.9819819819819819,,0.5714285714285714,
0.9837837837837838,,0.5714285714285714,
0.9837837837837838,,0.5714285714285714,
0.9837837837837838,,0.42857142857142855,
0.9837837837837838,,0.7142857142857143,
0.9837837837837838,,0.7142857142857143,
0.9837837837837838,,0.42857142857142855,
0.9873873873873874,,0.0,
0.9855855855855856,,0.42857142857142855,
0.9855855855855856,,0.5714285714285714,
0.9855855855855856,,0.42857142857142855,
0.9873873873873874,,0.7142857142857143,
0.9855855855855856,,0.42857142857142855,
0.9855855855855856,,0.0,
0.9855855855855856,,0.7142857142857143,
0.9837837837837838,,0.42857142857142855,
0.9855855855855856,,0.7142857142857143,
0.9837837837837838,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9819819819819819,,0.42857142857142855,
0.9387387387387387,,0.7142857142857143,
0.9873873873873874,,0.7142857142857143,
0.9855855855855856,,0.7142857142857143,
0.9891891891891892,,0.42857142857142855,
0.9891891891891892,,0.42857142857142855,
0.9891891891891892,,0.42857142857142855,
0.9837837837837838,,0.5714285714285714,
0.9837837837837838,,0.42857142857142855,
0.9279279279279279,,0.7142857142857143,
0.9855855855855856,,0.7142857142857143,
0.9819819819819819,,0.42857142857142855,
0.9819819819819819,,0.42857142857142855,
0.9873873873873874,,0.42857142857142855,
0.9819819819819819,,0.42857142857142855,
0.9855855855855856,,0.2857142857142857,
0.9891891891891892,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9837837837837838,,0.42857142857142855,
0.9855855855855856,,0.7142857142857143,
0.9819819819819819,,0.2857142857142857,
0.9873873873873874,,0.42857142857142855,
0.9387387387387387,,0.7142857142857143,
0.9837837837837838,,0.42857142857142855,
0.9801801801801802,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9765765765765766,,0.7142857142857143,
0.9837837837837838,,0.7142857142857143,
0.9837837837837838,,0.5714285714285714,
0.9801801801801802,,0.42857142857142855,
0.9819819819819819,,0.42857142857142855,
0.9837837837837838,,0.7142857142857143,
0.9855855855855856,,0.5714285714285714,
0.9819819819819819,,0.42857142857142855,
0.9891891891891892,,0.7142857142857143,
0.9855855855855856,,0.42857142857142855,
0.9855855855855856,,0.5714285714285714,
0.990990990990991,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9837837837837838,,0.42857142857142855,
0.9657657657657658,,0.7142857142857143,
0.9747747747747748,,0.42857142857142855,
0.9855855855855856,,0.7142857142857143,
0.9837837837837838,,0.42857142857142855,
0.9765765765765766,,0.42857142857142855,
0.9819819819819819,,0.7142857142857143,
0.9855855855855856,,0.42857142857142855,
0.9837837837837838,,0.42857142857142855,
0.9891891891891892,,0.2857142857142857,
0.9873873873873874,,0.7142857142857143,
0.9621621621621622,,0.7142857142857143,
0.9873873873873874,,0.42857142857142855,
0.9873873873873874,,0.42857142857142855,
0.9819819819819819,,0.7142857142857143,
0.9819819819819819,,0.42857142857142855,
0.9837837837837838,,0.7142857142857143,
0.9819819819819819,,0.42857142857142855,
0.9855855855855856,,0.7142857142857143,
0.9855855855855856,,0.42857142857142855,
0.9837837837837838,,0.42857142857142855,
0.9873873873873874,,0.42857142857142855,
0.9855855855855856,,0.7142857142857143,
0.9855855855855856,,0.42857142857142855,
0.9873873873873874,,0.7142857142857143,
0.9855855855855856,,0.7142857142857143,
0.9819819819819819,,0.42857142857142855,
0.9855855855855856,,0.42857142857142855,
0.9279279279279279,,0.7142857142857143,
