,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.982,0.97
b02_reset.csv,0.9734999999999999,0.9646666666666667
b04_reset.csv,0.8427575757575756,0.849
b06_reset.csv,0.9984999999999999,0.9973333333333333
b08_reset.csv,0.9180952380952379,0.6575999999999997
b09_reset.csv,0.7955000000000001,0.9489999999999998
b10_reset.csv,0.8135294117647061,0.9255000000000001
b14_reset.csv,0.6784979591836735,0.26
completogpio.csv,0.8981960784313726,0.978
FSM.csv,0.7870666666666665,0.7728571428571428
MEMORY_INTERFACE.csv,0.958,0.55
spi_axi_master.csv,0.9810234234234233,0.5117142857142858
uart.csv,0.6946874999999999,0.6831063829787236
