round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
24,0.1062841051646454,0.9669967,0.8858311774779339,0.5755102,elu,32,0.25,24,20,15,217,sigmoid,binary_crossentropy,adam
1,0.2634944706843762,0.89438945,0.26573640308818036,0.6979592,relu,32,0.0,1,20,15,147,sigmoid,binary_crossentropy,RMSprop
5,0.41983410716056824,0.8547855,0.22958698443004064,0.9959184,elu,10,0.5,5,50,5,7,sigmoid,binary_crossentropy,adam
10,0.2131780065981337,0.9130913,0.2647649620260511,0.7306122,elu,32,0.0,10,20,15,287,sigmoid,binary_crossentropy,RMSprop
10,0.15342953529032674,0.9482948,0.9239719702272999,0.66938776,elu,32,0.5,10,65,5,217,sigmoid,binary_crossentropy,adam
24,0.06599184621701862,0.980198,2.717214364482432,0.62857145,elu,10,0.0,24,20,5,147,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.12211986833798888,0.9658966,1.614503449323226,0.64081633,elu,10,0.5,24,35,5,147,sigmoid,binary_crossentropy,RMSprop
10,1.79089980086988,0.8888889,0.06597986399227594,0.9959184,elu,10,0.5,10,65,35,427,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.3840670724849167,0.88338834,0.5445388762318358,0.9959184,elu,10,0.25,10,20,35,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.6923481677100473,0.6270627,0.758829006370233,0.5102041,elu,32,0.25,1,65,5,7,sigmoid,binary_crossentropy,adam
1,0.3229506264622062,0.88008803,0.4072797579424722,0.67346936,relu,32,0.25,1,35,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.24630083397801297,0.8888889,0.35647584832444484,0.9959184,elu,32,0.0,24,65,15,287,sigmoid,sparse_categorical_crossentropy,adam
1,0.6811227304707266,0.8888889,0.6575901505898456,0.9959184,relu,32,0.0,1,20,15,7,sigmoid,binary_crossentropy,adam
1,0.6621286117597776,0.88448846,0.6061751416751316,0.9959184,relu,10,0.25,1,65,15,7,sigmoid,sparse_categorical_crossentropy,adam
1,1.6614484065698967,0.8789879,0.06578825590561169,0.9959184,relu,32,0.25,1,20,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.16968794487523298,0.9306931,0.4960955101616529,0.6612245,relu,10,0.0,24,50,15,357,sigmoid,binary_crossentropy,adam
1,0.2438405849207582,0.90429044,0.26914734359906645,0.8367347,relu,32,0.0,1,20,5,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.285237944755361,0.8778878,0.23385674521631125,0.9959184,relu,10,0.0,1,65,35,77,sigmoid,binary_crossentropy,RMSprop
5,0.07680061607641077,0.9691969,0.40907219599704353,0.71020406,elu,10,0.0,5,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.2574788784880777,0.8877888,0.18092309455482328,0.9959184,relu,10,0.25,10,65,35,357,sigmoid,binary_crossentropy,adam
5,0.3664995607304232,0.85258526,0.02649168226468776,0.9959184,elu,32,0.0,5,50,35,287,sigmoid,binary_crossentropy,RMSprop
1,0.2365843351292657,0.909791,0.7572337699179746,0.6612245,elu,10,0.0,1,35,5,357,sigmoid,binary_crossentropy,adam
5,1.7908994994147727,0.8888889,0.0657882568787419,0.9959184,relu,10,0.25,5,65,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
5,1.7908994932510351,0.8888889,0.0657882568787419,0.9959184,relu,10,0.25,5,50,35,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.243313512856569,0.88668865,0.340456665170436,0.9918367,elu,10,0.25,5,50,15,147,sigmoid,sparse_categorical_crossentropy,adam
24,0.19240791051432377,0.9163916,0.5954820837293352,0.6530612,elu,32,0.5,24,35,15,427,sigmoid,binary_crossentropy,adam
24,0.25024270552350875,0.9350935,0.8639572471988445,0.59183675,relu,32,0.5,24,35,15,427,sigmoid,binary_crossentropy,RMSprop
1,0.3102485558511925,0.8547855,0.6598723439537749,0.6612245,elu,10,0.25,1,20,15,77,sigmoid,binary_crossentropy,adam
5,0.23239618408529275,0.919692,0.36513506727559225,0.5632653,relu,10,0.25,5,65,15,217,sigmoid,binary_crossentropy,adam
10,0.9899772487041428,0.93949395,0.7488390426246487,0.5877551,relu,10,0.25,10,50,35,357,sigmoid,binary_crossentropy,RMSprop
1,0.7620520413708766,0.76567656,0.524855730484943,0.9959184,elu,10,0.5,1,20,35,77,sigmoid,sparse_categorical_crossentropy,adam
1,0.2779325661769422,0.8855886,1.5447465436799186,0.63265306,elu,10,0.5,1,65,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.1716452682569082,0.9328933,0.3072632902738999,0.71836734,relu,32,0.5,10,50,5,147,sigmoid,binary_crossentropy,adam
24,0.39275410090032586,0.8910891,0.6687992823367216,0.5795918,elu,10,0.5,24,35,15,287,sigmoid,binary_crossentropy,RMSprop
5,0.5429125816384033,0.88448846,0.4027132933237115,0.63673466,elu,32,0.5,5,50,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.131562342541446,0.95269525,0.5822277823273017,0.66938776,relu,32,0.25,10,35,15,147,sigmoid,binary_crossentropy,RMSprop
5,0.36135256588786874,0.8888889,0.19838224272338711,0.9959184,relu,32,0.0,5,20,35,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.03884360282779215,0.9856986,0.7729620208545607,0.844898,relu,32,0.0,10,35,5,357,sigmoid,binary_crossentropy,RMSprop
5,0.1287416699859831,0.9559956,0.7745964794742818,0.67755103,elu,32,0.25,5,20,5,147,sigmoid,binary_crossentropy,adam
1,0.18787000225923497,0.9108911,0.42210671609761763,0.68163264,elu,10,0.0,1,65,5,77,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3818622819275017,0.8690869,0.4484796597033131,0.9959184,elu,10,0.25,1,65,35,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,1.0901344400711526,0.88448846,0.6981047805474729,0.0040816325,relu,10,0.5,1,35,35,217,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.16988351778301647,0.93619365,0.9334746805038683,0.6163265,elu,10,0.5,10,20,5,287,sigmoid,binary_crossentropy,adam
10,0.2054951623650406,0.87678766,0.3100384482923819,0.9959184,elu,10,0.5,10,35,5,357,sigmoid,sparse_categorical_crossentropy,adam
5,0.08885494140802638,0.9658966,1.0271690053489932,0.6612245,relu,10,0.25,5,65,5,427,sigmoid,sparse_categorical_crossentropy,adam
5,0.19391151011331834,0.92189217,0.32247503846883774,0.74693877,relu,10,0.5,5,20,5,357,sigmoid,binary_crossentropy,adam
1,0.3240854135899916,0.8448845,0.2873847023564942,0.9918367,elu,32,0.25,1,35,15,427,sigmoid,sparse_categorical_crossentropy,adam
10,0.09597996591776975,0.9658966,0.9134230431245298,0.59591836,elu,10,0.0,10,50,15,77,sigmoid,binary_crossentropy,RMSprop
24,0.22967271077496842,0.9020902,0.46187276134685595,0.6489796,elu,10,0.5,24,50,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.13320598171816933,0.95049506,0.5686452788966042,0.6,relu,32,0.5,10,35,5,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.07331863087084559,0.9768977,0.8696740062869325,0.63673466,elu,32,0.0,10,35,5,7,sigmoid,binary_crossentropy,adam
10,0.3900782976738035,0.889989,0.13820239931953196,0.9959184,elu,32,0.25,10,50,35,7,sigmoid,binary_crossentropy,RMSprop
1,0.5218858848970355,0.88668865,0.24624544321274272,0.844898,relu,10,0.5,1,20,5,427,sigmoid,binary_crossentropy,RMSprop
24,0.09581135602878864,0.98349833,0.3357313445636245,0.62857145,relu,10,0.25,24,65,5,427,sigmoid,binary_crossentropy,adam
10,0.24963689054355367,0.9163916,0.965262060262719,0.6244898,elu,10,0.5,10,20,5,77,sigmoid,binary_crossentropy,RMSprop
1,0.5481803081806736,0.8250825,0.19445600497479343,0.9959184,elu,10,0.25,1,65,35,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.2421745227980863,0.93839383,0.466240435534594,0.63673466,relu,10,0.25,10,20,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.27794018682745325,0.889989,0.21537952535614677,0.78367347,relu,10,0.0,1,20,15,217,sigmoid,sparse_categorical_crossentropy,adam
10,0.06962477168984244,0.9768977,1.1812715092483832,0.67346936,elu,32,0.0,10,20,5,217,sigmoid,binary_crossentropy,adam
24,0.36924317166028897,0.8888889,0.164977029878266,0.9959184,elu,10,0.5,24,20,35,287,sigmoid,binary_crossentropy,adam
24,0.185447350329903,0.9438944,0.7408303946864848,0.52244896,relu,10,0.5,24,35,35,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.9978783637514733,0.8063806,0.5456685287611825,0.9959184,elu,32,0.5,1,35,35,147,sigmoid,binary_crossentropy,adam
10,0.12663883948173554,0.9592959,0.9541494501448754,0.6857143,elu,10,0.25,10,35,5,77,sigmoid,binary_crossentropy,RMSprop
1,0.7979503682270499,0.81738174,0.93922265816708,0.2,elu,10,0.5,1,20,15,287,sigmoid,binary_crossentropy,RMSprop
10,0.2867652289282502,0.8646865,1.0729531317341083,0.12653062,elu,32,0.25,10,65,35,217,sigmoid,binary_crossentropy,RMSprop
10,0.22959537481186282,0.8910891,0.16484228025893777,0.9959184,elu,32,0.25,10,65,35,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,1.0658126485485857,0.8063806,2.2769882873613008,0.36734694,elu,10,0.5,1,35,15,427,sigmoid,binary_crossentropy,adam
10,0.14696787589519594,0.92519253,2.6637695857456754,0.5265306,elu,32,0.25,10,65,15,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.3214677758451567,0.8855886,0.23698082388906114,0.7714286,relu,10,0.25,1,50,15,147,sigmoid,binary_crossentropy,RMSprop
1,0.24167383988845093,0.8888889,0.16741297318010914,0.9959184,relu,10,0.0,1,35,15,77,sigmoid,binary_crossentropy,adam
1,1.3524044815069771,0.79757977,0.028858087462734203,0.9959184,elu,32,0.0,1,50,35,357,sigmoid,binary_crossentropy,RMSprop
5,0.3151216207951209,0.8888889,0.6422220648551474,0.9959184,elu,32,0.25,5,50,15,427,sigmoid,sparse_categorical_crossentropy,adam
24,0.4071025195950591,0.8888889,0.17888180966279946,0.9959184,relu,32,0.5,24,20,15,7,sigmoid,binary_crossentropy,adam
10,0.11133898080739513,0.9581958,0.28432116435498606,0.8408163,relu,32,0.25,10,20,5,357,sigmoid,binary_crossentropy,adam
1,0.23764012687956368,0.88668865,0.6136349585591531,0.5755102,elu,10,0.25,1,35,5,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.22031862874760225,0.91749173,0.8131219528159317,0.59591836,elu,32,0.25,5,65,15,287,sigmoid,binary_crossentropy,adam
10,0.12111566401813159,0.9647965,0.46719617794971074,0.7020408,elu,32,0.0,10,65,35,77,sigmoid,binary_crossentropy,RMSprop
1,0.48546602781062864,0.87238723,0.18983580433592503,0.9959184,relu,32,0.25,1,65,35,147,sigmoid,sparse_categorical_crossentropy,adam
5,0.08375759576872499,0.9647965,0.9380698851176671,0.6204082,elu,32,0.0,5,50,5,147,sigmoid,sparse_categorical_crossentropy,adam
10,0.24534108869247837,0.8888889,0.30518551760790297,0.9959184,relu,32,0.0,10,35,35,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.01883898083987232,0.99229926,2.3909074121591996,0.82857144,relu,32,0.0,24,35,15,77,sigmoid,binary_crossentropy,RMSprop
24,0.16646228561831516,0.8855886,0.2824886885832767,0.9959184,elu,32,0.25,24,20,15,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.05838354977246464,0.98129815,1.049146400422466,0.59591836,relu,10,0.0,10,50,35,77,sigmoid,binary_crossentropy,adam
1,0.6677390793369155,0.87348735,0.5496752464041418,0.9959184,relu,32,0.5,1,20,15,287,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.22693563827528893,0.9658966,1.2840152908952869,0.7632653,relu,10,0.25,10,65,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.551764640920233,0.87678766,0.15124814297471728,0.9959184,relu,32,0.25,1,35,15,287,sigmoid,sparse_categorical_crossentropy,adam
1,0.4873717950351692,0.7887789,0.2393546315784357,0.8489796,elu,10,0.5,1,35,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.1312641752310714,0.9614962,2.1021255789970863,0.60816324,elu,10,0.25,10,65,15,427,sigmoid,binary_crossentropy,adam
5,0.742637823123743,0.8481848,0.6585550994289164,0.6897959,elu,32,0.5,5,20,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.2126613898370292,0.91859186,0.9422179995750894,0.6571429,elu,10,0.0,1,50,5,217,sigmoid,binary_crossentropy,RMSprop
24,0.06784485272522217,0.9867987,0.48307793286381934,0.6,relu,32,0.0,24,65,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.3286794021446975,0.87678766,1.66701037737788,0.54285717,elu,32,0.5,10,35,15,427,sigmoid,binary_crossentropy,adam
10,0.18314734599640137,0.8932893,0.5067185725484575,0.6204082,relu,32,0.5,10,65,15,147,sigmoid,sparse_categorical_crossentropy,adam
5,0.2445865736575541,0.8822882,0.2558213702269963,0.9959184,elu,32,0.0,5,35,15,147,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.12331753185155643,0.9482948,0.47544605330545076,0.6938776,relu,10,0.0,5,65,35,147,sigmoid,binary_crossentropy,adam
5,0.7203155706490049,0.88668865,0.2970636365365009,0.9959184,elu,10,0.5,5,65,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.10301622171856002,0.9658966,0.9054841131580119,0.6,elu,10,0.0,10,50,15,77,sigmoid,binary_crossentropy,adam
10,0.2296131999469832,0.9614962,2.34062509299541,0.66530615,relu,10,0.5,10,65,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.43672293107403387,0.86248624,0.2837623169227522,0.9959184,elu,10,0.5,10,50,35,147,sigmoid,binary_crossentropy,adam
5,0.21932180711332683,0.9559956,0.39862215488540853,0.82040817,relu,10,0.25,5,65,15,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.1841993460429646,0.93179315,0.3196659659852787,0.60816324,relu,32,0.25,5,35,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.08460957989735965,0.9691969,1.1031961869220344,0.62857145,elu,32,0.25,24,50,15,217,sigmoid,binary_crossentropy,adam
1,0.23021812964849608,0.8536854,0.31171400230758045,0.6938776,elu,32,0.0,1,20,5,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.7759136916092126,0.88668865,0.3563905746352916,0.5755102,relu,32,0.0,1,20,15,357,sigmoid,binary_crossentropy,RMSprop
5,0.2122041968709324,0.90429044,0.22999962252013537,0.7714286,relu,10,0.25,5,20,15,147,sigmoid,binary_crossentropy,adam
10,0.23695318572700114,0.88448846,0.30846012915883714,0.9959184,elu,10,0.5,10,50,5,427,sigmoid,sparse_categorical_crossentropy,adam
1,1.1034348068719912,0.81078106,0.8333481304499568,0.0040816325,elu,32,0.5,1,65,35,357,sigmoid,binary_crossentropy,adam
5,0.19010087839769338,0.9339934,1.1060654233913032,0.70612246,elu,32,0.5,5,65,5,357,sigmoid,binary_crossentropy,adam
10,0.151555857945918,0.9405941,0.681907308953149,0.60816324,elu,10,0.25,10,65,5,7,sigmoid,sparse_categorical_crossentropy,adam
1,1.1838975385470751,0.8019802,0.6355076631721185,0.955102,elu,32,0.5,1,20,35,357,sigmoid,binary_crossentropy,RMSprop
24,0.023082418393941546,0.9933993,2.0030726007737067,0.8367347,relu,10,0.0,24,65,5,217,sigmoid,binary_crossentropy,RMSprop
24,0.6931471833170313,0.8888889,0.6931471824645996,0.9959184,elu,32,0.0,24,35,15,357,sigmoid,sparse_categorical_crossentropy,adam
1,0.7385143520283882,0.8690869,0.6690587613047386,0.9959184,relu,32,0.5,1,65,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.09995433161216334,0.9658966,1.1184192858256248,0.6530612,elu,10,0.25,10,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
24,0.13340453910093233,0.92959297,0.4603284833382587,0.46530613,relu,32,0.25,24,35,15,427,sigmoid,binary_crossentropy,adam
24,0.3544163568840824,0.8888889,0.13355192073753902,0.9959184,elu,32,0.25,24,35,35,7,sigmoid,binary_crossentropy,RMSprop
5,0.2975395294141979,0.8789879,0.35083335589389414,0.94693875,elu,32,0.5,5,65,15,357,sigmoid,sparse_categorical_crossentropy,adam
10,0.24836053533207428,0.8855886,0.26900602086466185,0.9959184,relu,10,0.5,10,50,35,427,sigmoid,binary_crossentropy,adam
1,0.6353204877692612,0.8217822,0.65121912226385,0.722449,elu,10,0.5,1,65,15,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.29569784640380653,0.8921892,0.18706786851493679,0.86530614,relu,32,0.25,1,35,5,287,sigmoid,binary_crossentropy,RMSprop
10,0.11076735046961651,0.9482948,0.43411889818249916,0.74285716,elu,32,0.0,10,20,5,217,sigmoid,sparse_categorical_crossentropy,adam
24,0.6931471833170313,0.8888889,0.6931471824645996,0.9959184,elu,32,0.25,24,65,15,357,sigmoid,sparse_categorical_crossentropy,adam
24,0.1795296203119658,0.9372937,0.6533827324302829,0.71836734,elu,32,0.25,24,20,5,7,sigmoid,binary_crossentropy,RMSprop
5,1.7908994936444655,0.8888889,0.0657882568787419,0.9959184,elu,10,0.25,5,35,35,427,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.13274213499968462,0.94169414,0.6134709119796753,0.6204082,relu,32,0.5,10,50,5,427,sigmoid,binary_crossentropy,adam
1,0.7732463883619235,0.7557756,0.3148450451237815,0.9959184,elu,32,0.5,1,65,15,147,sigmoid,binary_crossentropy,RMSprop
24,0.10359215182206123,0.9658966,1.270842916868171,0.62857145,elu,32,0.25,24,35,15,147,sigmoid,binary_crossentropy,adam
1,0.5149408206039806,0.8349835,0.026017161268664865,0.9959184,elu,32,0.25,1,65,35,427,sigmoid,binary_crossentropy,adam
24,0.08442078823401983,0.9680968,0.9339910458545295,0.6,elu,32,0.25,24,65,5,217,sigmoid,binary_crossentropy,adam
24,0.1661171832493823,0.889989,0.3136081097685561,0.9755102,elu,32,0.0,24,35,5,357,sigmoid,sparse_categorical_crossentropy,adam
1,0.4945192848495131,0.8679868,0.12023538503111625,0.9959184,relu,32,0.25,1,65,35,287,sigmoid,binary_crossentropy,adam
10,0.056549352440036366,0.9757976,0.9940449972541965,0.6204082,elu,32,0.0,10,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.4358412339480141,0.8745875,0.1947798989257034,0.9959184,elu,32,0.5,10,50,15,7,sigmoid,sparse_categorical_crossentropy,RMSprop
5,1.7908994902347395,0.8888889,0.0657882568787419,0.9959184,relu,10,0.0,5,35,35,427,sigmoid,sparse_categorical_crossentropy,adam
24,0.11537682704373424,0.96259624,0.4541969427040645,0.60408163,relu,32,0.25,24,20,15,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.1505276628650061,0.9548955,2.200714821718177,0.5755102,elu,32,0.5,10,65,5,217,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.6737291453563996,0.8888889,0.25462557831589,0.9918367,elu,10,0.0,10,50,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.48957133991490104,0.8162816,0.1296894533597693,0.9959184,elu,10,0.25,1,35,35,7,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.21885961589246694,0.8811881,0.37345079730968084,0.9877551,elu,32,0.0,5,50,15,357,sigmoid,sparse_categorical_crossentropy,adam
5,1.4580989252812768,0.8888889,0.5601761049153854,0.9959184,elu,10,0.25,5,20,15,357,sigmoid,sparse_categorical_crossentropy,adam
5,0.5180075699740118,0.8470847,0.5779415872632241,0.6979592,elu,32,0.5,5,35,15,217,sigmoid,binary_crossentropy,RMSprop
1,0.2904543371828082,0.86248624,0.26946721271592744,0.7632653,elu,32,0.5,1,35,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.3721777730190059,0.8877888,0.117579172156295,0.9959184,elu,10,0.25,5,65,35,7,sigmoid,sparse_categorical_crossentropy,adam
5,0.38495887930702716,0.88338834,0.048552507458596815,0.9959184,elu,10,0.25,5,50,35,147,sigmoid,binary_crossentropy,adam
10,0.4733771241307914,0.8877888,0.21730141778481288,0.9959184,relu,10,0.25,10,65,35,427,sigmoid,binary_crossentropy,adam
24,0.2400759392399013,0.91529155,1.3540045193263464,0.48979592,elu,10,0.5,24,35,15,427,sigmoid,binary_crossentropy,adam
5,0.06727136038986074,0.9779978,0.4898947897006054,0.8081633,relu,10,0.0,5,50,5,427,sigmoid,binary_crossentropy,adam
24,0.3054059037674378,0.9350935,1.0985697863053303,0.0040816325,relu,32,0.5,24,65,35,217,sigmoid,binary_crossentropy,RMSprop
1,0.7061381091674169,0.8019802,0.3794268016912499,0.9959184,elu,10,0.5,1,65,15,147,sigmoid,binary_crossentropy,adam
10,0.24224698398471273,0.9031903,0.2888078522925474,0.9959184,relu,32,0.5,10,20,15,357,sigmoid,sparse_categorical_crossentropy,adam
10,0.16519372422571885,0.9614962,0.5691745376100346,0.6204082,relu,32,0.0,10,35,35,147,sigmoid,sparse_categorical_crossentropy,adam
24,0.31841478471380913,0.8888889,0.15279451645150477,0.9959184,relu,32,0.25,24,20,15,7,sigmoid,binary_crossentropy,RMSprop
10,1.3344085107673251,0.8888889,0.3112728559241003,0.94693875,elu,10,0.0,10,35,15,427,sigmoid,sparse_categorical_crossentropy,adam
10,0.06914709701931095,0.9779978,0.23980919195681202,0.7632653,relu,32,0.0,10,50,15,77,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.1260146595207169,0.9570957,0.5427640624800507,0.66530615,relu,10,0.5,10,65,5,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.542097293307679,0.80748075,0.24131169489451818,0.9959184,elu,10,0.25,1,35,35,7,sigmoid,binary_crossentropy,adam
24,0.2839446950142677,0.9548955,1.2228285645191768,0.6938776,relu,10,0.5,24,35,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.07616756568899495,0.97359735,0.5482148354759022,0.7306122,elu,10,0.0,10,65,5,7,sigmoid,sparse_categorical_crossentropy,adam
24,0.16374836231684092,0.9273927,0.9262437114910204,0.39183673,elu,10,0.25,24,50,15,287,sigmoid,binary_crossentropy,adam
1,0.6455921049755399,0.840484,0.4787828953898683,0.8367347,elu,32,0.5,1,20,15,357,sigmoid,sparse_categorical_crossentropy,adam
5,0.26847204064378644,0.8877888,0.1900845717410652,0.9959184,relu,32,0.5,5,65,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.5806528717377791,0.8910891,0.35278227256268874,0.96734697,elu,10,0.0,10,50,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.3487037338308244,0.889989,0.23690857753461722,0.9959184,elu,10,0.25,5,35,15,7,sigmoid,sparse_categorical_crossentropy,adam
24,0.10367949890552705,0.9570957,1.2778460025787353,0.64081633,elu,32,0.25,24,65,15,147,sigmoid,binary_crossentropy,adam
1,1.6386680142591261,0.8855886,0.0657882568787419,0.9959184,relu,10,0.25,1,50,35,357,sigmoid,sparse_categorical_crossentropy,adam
10,0.08308688042463605,0.9669967,0.9208575404420191,0.5836735,relu,32,0.0,10,35,15,427,sigmoid,binary_crossentropy,adam
1,0.6513121616099403,0.8822882,0.5309894547170523,0.9959184,relu,10,0.5,1,50,15,217,sigmoid,binary_crossentropy,adam
24,0.08402969471124647,0.97359735,0.7642927456875237,0.68163264,elu,32,0.0,24,50,15,7,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4406102654432962,0.8129813,0.20179669321799765,0.91020405,elu,32,0.5,1,20,5,147,sigmoid,binary_crossentropy,RMSprop
10,0.31004080255039457,0.9350935,1.006192912374224,0.0040816325,relu,32,0.5,10,35,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.28408611871556216,0.8877888,0.16949656143480418,0.9142857,relu,32,0.25,1,65,5,427,sigmoid,binary_crossentropy,RMSprop
10,0.2478455432964237,0.88668865,0.3281842447665273,0.9959184,elu,32,0.0,10,50,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.17395180718700748,0.90869087,0.3713632438864027,0.5102041,elu,32,0.0,24,35,15,357,sigmoid,binary_crossentropy,adam
1,0.7538209848179676,0.7359736,0.3421585505106011,0.9959184,elu,10,0.5,1,50,15,77,sigmoid,binary_crossentropy,adam
5,0.5423669888503743,0.79317933,0.3395922873701368,0.9959184,elu,32,0.5,5,50,35,7,sigmoid,binary_crossentropy,RMSprop
24,0.04358690825769324,0.98459846,1.0048708623769331,0.6,relu,10,0.0,24,35,15,427,sigmoid,binary_crossentropy,RMSprop
1,0.6562938120367766,0.850385,0.5971387033559838,0.9959184,relu,32,0.5,1,65,15,7,sigmoid,binary_crossentropy,RMSprop
1,0.29391838042157714,0.8778878,0.13143900772746728,0.9632653,relu,32,0.25,1,20,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.13139230922290726,0.9592959,1.0682097366877965,0.6530612,elu,32,0.25,24,65,15,77,sigmoid,binary_crossentropy,adam
5,0.42865452462165926,0.85588557,4.106018434252058,0.0040816325,elu,32,0.25,5,50,35,357,sigmoid,binary_crossentropy,RMSprop
24,0.2164277604348728,0.8877888,0.25886569050501806,0.9959184,elu,10,0.5,24,20,15,147,sigmoid,sparse_categorical_crossentropy,adam
5,0.2950067688805847,0.9537954,4.170031785964966,0.67755103,relu,10,0.25,5,50,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.29428181944802223,0.8778878,0.3468192584660588,0.9877551,elu,10,0.25,1,50,15,427,sigmoid,sparse_categorical_crossentropy,adam
5,0.2691451956336648,0.8877888,0.23911140628006994,0.9959184,relu,32,0.5,5,50,5,77,sigmoid,binary_crossentropy,adam
5,0.08001133314194517,0.9724972,1.168285347977463,0.64081633,elu,32,0.0,5,65,5,77,sigmoid,binary_crossentropy,adam
5,0.5529391801658899,0.88008803,0.21230875655096404,0.9959184,elu,10,0.5,5,65,35,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.4027447872953971,0.91859186,0.334632305588041,0.83265305,elu,32,0.0,1,65,15,7,sigmoid,binary_crossentropy,RMSprop
5,0.24395197229941423,0.93179315,0.38661152477167093,0.67755103,relu,32,0.5,5,65,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.110005466306912,0.9669967,0.260347272668566,0.8408163,relu,10,0.25,10,20,5,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.3709844625724031,0.8888889,0.13416626350003846,0.9959184,relu,10,0.25,5,35,35,7,sigmoid,binary_crossentropy,RMSprop
24,0.36926077983298056,0.8888889,0.255775058512785,0.9959184,elu,32,0.5,24,20,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.46224049565241937,0.88008803,0.14886096393575474,0.9959184,relu,10,0.5,1,50,5,357,sigmoid,binary_crossentropy,adam
5,0.3929181129847741,0.8646865,0.30435656102336184,0.9959184,elu,10,0.25,5,50,35,147,sigmoid,binary_crossentropy,RMSprop
24,0.01362848535777665,0.99449944,1.803571450953581,0.7265306,relu,32,0.0,24,50,5,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.4636734585150396,0.91749173,0.6159297227859497,0.60816324,relu,10,0.0,1,65,15,427,sigmoid,binary_crossentropy,RMSprop
24,0.15285943190491874,0.9559956,1.4921567196748695,0.5795918,elu,10,0.5,24,20,5,427,sigmoid,binary_crossentropy,RMSprop
24,0.06802922918704787,0.98129815,0.822041852893878,0.71428573,elu,10,0.0,24,50,15,287,sigmoid,binary_crossentropy,adam
