round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.7468487537733399,0.33333334,0.6741640397480556,0.63673466,relu,10,0.0,1,5,1,5,sigmoid,binary_crossentropy,adam
1,0.6141031718227861,0.8888889,0.4853069161882206,0.9918367,relu,10,0.0,1,5,1,5,sigmoid,binary_crossentropy,RMSprop
1,0.5323617082617857,0.88668865,0.413329077010252,0.9959184,relu,10,0.0,1,5,1,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.785867535766333,0.4059406,0.653910472684977,0.8857143,relu,10,0.0,1,5,1,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.567168462328916,0.8547855,0.4784503725110268,0.9959184,relu,10,0.0,1,5,1,11,sigmoid,binary_crossentropy,adam
1,0.4292194917716078,0.90539056,0.21785267001512099,0.9877551,relu,10,0.0,1,5,1,11,sigmoid,binary_crossentropy,RMSprop
1,0.5698229950515613,0.8910891,0.370593788064256,0.9959184,relu,10,0.0,1,5,1,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.45413591493867805,0.8888889,0.5843836871945128,0.9959184,relu,10,0.0,1,5,1,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.6375665447630636,0.760176,0.2708769093970863,0.9918367,relu,10,0.0,1,5,1,17,sigmoid,binary_crossentropy,adam
1,0.5755826143017172,0.8008801,0.20843931850121947,0.9959184,relu,10,0.0,1,5,1,17,sigmoid,binary_crossentropy,RMSprop
1,0.5544946745152783,0.8877888,0.49105158387398234,0.9959184,relu,10,0.0,1,5,1,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.5318923821084701,0.87238723,0.44814490298835596,0.9959184,relu,10,0.0,1,5,1,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.587975212711968,0.80968094,0.29535284030194187,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,binary_crossentropy,adam
1,0.5482954610430106,0.850385,0.41345338553798444,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,binary_crossentropy,RMSprop
1,0.5553366723496004,0.8481848,0.5319776084958291,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.537204421753406,0.8338834,0.5371385070742393,0.9959184,relu,10,0.0,1,5,1,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4714705655218089,0.8778878,0.28278370992261537,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,binary_crossentropy,adam
1,0.5049433006246229,0.8778878,0.26855919464510314,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,binary_crossentropy,RMSprop
1,0.577088592764568,0.8338834,0.30361221943582806,0.9918367,relu,10,0.0,1,5,1,30,sigmoid,sparse_categorical_crossentropy,adam
1,0.6161676689867663,0.76567656,0.41210321382600434,0.9959184,relu,10,0.0,1,5,1,30,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5371678267309505,0.86248624,0.3072457854845086,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,binary_crossentropy,adam
1,0.5469179120000833,0.8569857,0.38692800548611855,1.0,relu,10,0.0,1,5,1,36,sigmoid,binary_crossentropy,RMSprop
1,0.537967579199536,0.8877888,0.4052364893105565,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,sparse_categorical_crossentropy,adam
1,0.5292108696941757,0.8822882,0.4084550750498869,0.9959184,relu,10,0.0,1,5,1,36,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5293958792329753,0.87018704,0.350614567800444,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,binary_crossentropy,adam
1,0.484433963124377,0.87018704,0.30518218570826006,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,binary_crossentropy,RMSprop
1,0.5629560782177614,0.83168316,0.3669493970822315,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,sparse_categorical_crossentropy,adam
1,0.4650271970643462,0.8888889,0.2829053110005904,0.9959184,relu,10,0.0,1,5,1,42,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.51720506008571,0.8811881,0.4181215933391026,1.0,relu,10,0.0,1,5,1,49,sigmoid,binary_crossentropy,adam
1,0.5027076373464859,0.8822882,0.3678709852452181,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,binary_crossentropy,RMSprop
1,0.5648105058601849,0.83168316,0.2826093827583352,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,sparse_categorical_crossentropy,adam
1,0.5126163056253469,0.8459846,0.3831372188062084,0.9959184,relu,10,0.0,1,5,1,49,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5124799325095021,0.8668867,0.46844190602399866,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,binary_crossentropy,adam
1,0.4073704727018627,0.87568754,0.29280748537608553,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,binary_crossentropy,RMSprop
1,0.5727788140081337,0.8228823,0.48561209318589194,1.0,relu,10,0.0,1,5,1,55,sigmoid,sparse_categorical_crossentropy,adam
1,0.5610530968874332,0.87018704,0.34599119728925276,0.9959184,relu,10,0.0,1,5,1,55,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4522528876565864,0.85258526,0.2691083681218478,1.0,relu,10,0.0,1,5,1,61,sigmoid,binary_crossentropy,adam
1,0.35305894821128175,0.8888889,0.28151904076946027,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,binary_crossentropy,RMSprop
1,0.5522982512239051,0.8536854,0.2877729702360776,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,sparse_categorical_crossentropy,adam
1,0.4020881371529582,0.8888889,0.1625086999669367,0.9959184,relu,10,0.0,1,5,1,61,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.49831864011563093,0.85148513,0.3266565751056282,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,binary_crossentropy,adam
1,0.49360787273436885,0.85258526,0.3994228292484673,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,binary_crossentropy,RMSprop
1,0.5087134756467523,0.8580858,0.26798130389378993,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,sparse_categorical_crossentropy,adam
1,0.44230179824713695,0.8888889,0.2967967907993161,0.9959184,relu,10,0.0,1,5,1,68,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5201484329826368,0.80748075,0.2601725678054654,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,binary_crossentropy,adam
1,0.4973985635080222,0.8877888,0.2720827067993125,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,binary_crossentropy,RMSprop
1,0.4913000166416168,0.87348735,0.3106525120686512,0.9959184,relu,10,0.0,1,5,1,74,sigmoid,sparse_categorical_crossentropy,adam
1,0.48985178688309505,0.8448845,0.36298019119671415,0.9918367,relu,10,0.0,1,5,1,74,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4553247572991452,0.88448846,0.24512907406505274,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,binary_crossentropy,adam
1,0.4509365592721534,0.8712871,0.2603515751507817,1.0,relu,10,0.0,1,5,1,80,sigmoid,binary_crossentropy,RMSprop
1,0.5349421439850159,0.87018704,0.17019732174824695,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,sparse_categorical_crossentropy,adam
1,0.46296232748608646,0.8789879,0.20128619898946917,0.9959184,relu,10,0.0,1,5,1,80,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.41356687478893267,0.87678766,0.29033989504892,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,binary_crossentropy,adam
1,0.41258201012910395,0.86248624,0.20491844309227808,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,binary_crossentropy,RMSprop
1,0.4944660260093094,0.8789879,0.42667852859107813,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,sparse_categorical_crossentropy,adam
1,0.5468606783284081,0.8888889,0.26372500995592196,0.9959184,relu,10,0.0,1,5,1,87,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5091604754017263,0.8888889,0.4216261372274282,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,binary_crossentropy,adam
1,0.4148327670048828,0.889989,0.19381565813507354,0.9918367,relu,10,0.0,1,5,1,93,sigmoid,binary_crossentropy,RMSprop
1,0.5473534336315654,0.89438945,0.2559667406033497,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,sparse_categorical_crossentropy,adam
1,0.47063033999127263,0.88668865,0.3678061475559157,0.9959184,relu,10,0.0,1,5,1,93,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.6727774675005209,0.8151815,0.632193458323576,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,adam
1,0.5637051253625662,0.8888889,0.24874419034743794,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,RMSprop
1,0.6617222324062889,0.87238723,0.5597946437037721,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6372926914521438,0.88338834,0.5546941465261032,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4566209144947684,0.8877888,0.08532343732611257,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,adam
