,0
average_neighbour_degree,1.2633585016745625
betweenness_centrality,1.2119690974082291
closeness_centrality,1.283027555470688
clustering,1.1656834419500017
degree,1.1308013186567543
degree_centrality,1.1981722097315328
has_feedback_path,1.1245530488683155
katz,1.1786286814721918
load_centrality,1.2245983922506245
outdegree,1.1576435470968258
pagerank,1.1940030928289647
euclidean_score,1.1165517504155702
fastRELIC_score,1.2844498859563973
