,0
average_neighbour_degree,0.5384615384615384
betweenness_centrality,0.6307692307692307
closeness_centrality,0.7846153846153846
clustering,0.49230769230769234
degree,0.49230769230769234
degree_centrality,0.6307692307692307
has_feedback_path,0.49230769230769234
katz,0.7384615384615385
load_centrality,0.6153846153846154
outdegree,0.5230769230769231
pagerank,0.6153846153846154
fastRELIC,0.5692307692307692
