,0
average_neighbour_degree,0.6153846153846154
betweenness_centrality,0.49230769230769234
closeness_centrality,0.5538461538461539
clustering,0.35384615384615387
degree,0.3076923076923077
degree_centrality,0.49230769230769234
has_feedback_path,0.38461538461538464
katz,0.5692307692307692
load_centrality,0.46153846153846156
outdegree,0.2923076923076923
pagerank,0.46153846153846156
Euclidean,0.38461538461538464
fastRELIC_score,0.6923076923076923
