unmodified_accuracy,unmodified_average,State_Register_accuracy,State_Register_average
0.6,0.5746938775510204,1.0,0.46
0.5510204081632653,,0.0,
0.6571428571428571,,0.0,
0.6693877551020408,,0.0,
0.6693877551020408,,0.0,
0.5551020408163265,,1.0,
0.5346938775510204,,0.0,
0.5183673469387755,,0.0,
0.5469387755102041,,0.0,
0.5959183673469388,,1.0,
0.636734693877551,,1.0,
0.5428571428571428,,0.0,
0.5959183673469388,,0.0,
0.6530612244897959,,0.0,
0.5224489795918368,,0.0,
0.5877551020408164,,1.0,
0.5183673469387755,,1.0,
0.6081632653061224,,1.0,
0.5795918367346938,,0.0,
0.6040816326530613,,0.0,
0.5020408163265306,,1.0,
0.5428571428571428,,1.0,
0.5836734693877551,,1.0,
0.5836734693877551,,1.0,
0.6693877551020408,,0.0,
0.5510204081632653,,1.0,
0.5836734693877551,,1.0,
0.5387755102040817,,1.0,
0.5510204081632653,,1.0,
0.3836734693877551,,0.0,
0.5102040816326531,,1.0,
0.5142857142857142,,0.0,
0.689795918367347,,0.0,
0.5061224489795918,,0.0,
0.6571428571428571,,1.0,
0.6979591836734694,,0.0,
0.4489795918367347,,1.0,
0.5510204081632653,,1.0,
0.6530612244897959,,1.0,
0.5918367346938775,,0.0,
0.4897959183673469,,1.0,
0.5673469387755102,,0.0,
0.6408163265306123,,0.0,
0.5428571428571428,,1.0,
0.5265306122448979,,0.0,
0.5387755102040817,,0.0,
0.5224489795918368,,0.0,
0.5346938775510204,,0.0,
0.5306122448979592,,1.0,
0.5836734693877551,,0.0,
0.563265306122449,,1.0,
0.6,,1.0,
0.5469387755102041,,1.0,
0.5795918367346938,,1.0,
0.636734693877551,,0.0,
0.6244897959183674,,0.0,
0.6448979591836734,,0.0,
0.6163265306122448,,1.0,
0.5142857142857142,,1.0,
0.6489795918367347,,0.0,
0.6040816326530613,,0.0,
0.4,,1.0,
0.6530612244897959,,0.0,
0.563265306122449,,0.0,
0.6040816326530613,,0.0,
0.5836734693877551,,0.0,
0.6979591836734694,,1.0,
0.5836734693877551,,0.0,
0.5428571428571428,,1.0,
0.636734693877551,,1.0,
0.6326530612244898,,0.0,
0.5020408163265306,,0.0,
0.5142857142857142,,0.0,
0.6,,1.0,
0.5591836734693878,,0.0,
0.6408163265306123,,1.0,
0.363265306122449,,1.0,
0.6040816326530613,,0.0,
0.6,,1.0,
0.4489795918367347,,0.0,
0.563265306122449,,0.0,
0.5142857142857142,,0.0,
0.6775510204081633,,0.0,
0.6775510204081633,,1.0,
0.7224489795918367,,0.0,
0.5918367346938775,,1.0,
0.6122448979591837,,1.0,
0.6040816326530613,,0.0,
0.5877551020408164,,1.0,
0.5306122448979592,,1.0,
0.563265306122449,,1.0,
0.6163265306122448,,0.0,
0.2857142857142857,,0.0,
0.6653061224489796,,1.0,
0.5224489795918368,,0.0,
0.5591836734693878,,1.0,
0.6163265306122448,,1.0,
0.6204081632653061,,0.0,
0.47346938775510206,,0.0,
0.6204081632653061,,0.0,
