,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.4128,0.024
b02_reset.csv,0.276,0.036666666666667
b04_reset.csv,0.969333333333333,0.016
b06_reset.csv,0.63425,0.036
b08_reset.csv,0.767142857142857,0.0252
b09_reset.csv,0.9225,0.04
b10_reset.csv,0.766,0.0315
b14_reset.csv,0.987224489795918,0.054
completogpio.csv,0.785764705882353,0.008
FSM.csv,0.54,0.024571428571429
MEMORY_INTERFACE.csv,0.906693333333333,0.000285714285714
spi_axi_master.csv,0.987232432432432,0.000857142857143
uart.csv,0.26609375,0.00063829787234
,0.709310377070787,0.022901480788715
