,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b04_reset.csv,0.7168787878787878,0.843
b06_reset.csv,0.9945,0.9853333333333334
uart.csv,0.41209375000000004,0.19944680851063828
b02_reset.csv,0.9205,0.8946666666666667
b14_reset.csv,0.5676081632653062,0.358
b08_reset.csv,0.8332380952380951,0.5296000000000001
b10_reset.csv,0.7289411764705883,0.8245000000000001
MEMORY_INTERFACE.csv,0.9396266666666667,0.3531428571428571
FSM.csv,0.6876,0.495142857142857
completogpio.csv,0.852156862745098,0.7112727272727274
b01_reset.csv,0.9620000000000001,0.9366666666666668
spi_axi_master.csv,0.9432360360360359,0.42142857142857154
b09_reset.csv,0.5115714285714288,0.9400000000000001
