round_epochs,loss,acc,val_loss,val_acc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
24,0.009672418979912207,0.9954128,3.73517382144928,0.703125,relu,32,0.0,24,35,5,357,sigmoid,binary_crossentropy,RMSprop
24,0.029957257935015934,0.987156,4.243473503738642,0.5625,elu,10,0.0,24,50,5,147,sigmoid,binary_crossentropy,adam
5,0.8132984386671501,0.9495413,11.836726129055023,0.265625,relu,10,0.25,5,65,35,217,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.175076271028823,0.9550459,3.728664193302393,0.3125,elu,10,0.25,5,35,5,427,sigmoid,binary_crossentropy,RMSprop
10,0.1103222684644231,0.96880734,2.4782055616378784,0.34375,elu,32,0.5,10,65,5,287,sigmoid,binary_crossentropy,adam
24,0.13216170716252432,0.96605504,1.4933704240247607,0.71875,relu,10,0.5,24,35,5,77,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.08868449339693853,0.96146786,0.828708479180932,0.671875,elu,10,0.0,24,50,35,357,sigmoid,binary_crossentropy,adam
5,0.08886041421221073,0.9724771,0.9887481033802032,0.640625,relu,32,0.25,5,65,5,147,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.8132984408544762,0.9495413,11.836726546287537,0.265625,relu,10,0.0,5,50,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.04720186792194432,0.98348624,2.5311917066574097,0.671875,relu,32,0.0,10,50,15,147,sigmoid,sparse_categorical_crossentropy,adam
24,0.004174707085409159,0.99816513,4.04649031162262,0.65625,relu,32,0.0,24,50,5,287,sigmoid,binary_crossentropy,adam
24,0.10745591914490758,0.98165137,4.75123406201601,0.53125,relu,10,0.25,24,20,5,357,sigmoid,binary_crossentropy,RMSprop
24,0.13921638715912057,0.940367,3.5172365829348564,0.265625,elu,10,0.25,24,65,15,147,sigmoid,binary_crossentropy,RMSprop
10,0.09990501140237916,0.94587153,2.1779928486794233,0.578125,elu,10,0.25,10,20,5,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.1586630539413234,0.9495413,1.479697672650218,0.265625,elu,10,0.0,24,35,35,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.32958228188575406,0.9211009,3.768384337425232,0.265625,elu,32,0.0,1,50,35,287,sigmoid,binary_crossentropy,adam
5,0.5620389239503703,0.93394494,0.7924434542655945,0.265625,relu,32,0.5,5,35,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5260591288225367,0.9495413,0.9222301840782166,0.265625,relu,32,0.0,1,50,15,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.11297480374502038,0.9495413,1.3771578669548035,0.265625,relu,32,0.25,10,20,15,217,sigmoid,binary_crossentropy,adam
1,0.20963406148082267,0.90183485,1.493981683626771,0.453125,elu,10,0.0,1,65,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.06559896911323548,0.97889906,1.837144911289215,0.703125,elu,32,0.25,24,65,5,147,sigmoid,binary_crossentropy,RMSprop
10,0.05220534781876785,0.98348624,1.7669008001685143,0.421875,elu,10,0.0,10,20,5,7,sigmoid,binary_crossentropy,RMSprop
10,0.3302142426508282,0.94678897,1.4636189937591553,0.265625,relu,32,0.5,10,50,5,7,sigmoid,binary_crossentropy,adam
1,0.29049594369503334,0.893578,1.9169511198997498,0.28125,elu,32,0.25,1,65,5,427,sigmoid,binary_crossentropy,RMSprop
1,0.6696788171015748,0.9495413,0.719700651243329,0.265625,relu,10,0.5,1,20,35,7,sigmoid,sparse_categorical_crossentropy,adam
5,0.040482167536312126,0.98899084,1.561587117612362,0.703125,relu,10,0.0,5,20,5,147,sigmoid,sparse_categorical_crossentropy,adam
1,0.41772100703068343,0.9412844,5.666460394859314,0.265625,elu,10,0.25,1,20,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.88422369206572,0.9256881,0.7521850764751434,0.265625,relu,32,0.25,1,50,15,427,sigmoid,binary_crossentropy,RMSprop
24,0.21808380085393922,0.9495413,2.0919907093048096,0.265625,relu,32,0.25,24,50,35,7,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.0429060197114475,0.98165137,1.6152446269989014,0.765625,relu,32,0.0,24,35,15,217,sigmoid,binary_crossentropy,adam
10,0.08543629492427449,0.94678897,3.834479719400406,0.40625,elu,10,0.0,10,65,5,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.26647722915737726,0.9082569,1.4456939101219177,0.3125,elu,32,0.0,1,20,5,287,sigmoid,binary_crossentropy,RMSprop
10,0.42300618960053815,0.9229358,0.675600990653038,0.734375,relu,10,0.5,10,35,35,287,sigmoid,binary_crossentropy,RMSprop
1,0.2969139200729241,0.93944955,1.0713475346565247,0.265625,relu,32,0.25,1,20,15,287,sigmoid,binary_crossentropy,adam
5,0.2543366674412603,0.940367,1.7017854861915112,0.265625,elu,10,0.5,5,35,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.8132984397608135,0.9495413,11.836726427078247,0.265625,elu,10,0.0,5,65,35,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.048962467888299666,0.987156,0.7680456638336182,0.796875,relu,32,0.0,5,50,5,147,sigmoid,sparse_categorical_crossentropy,RMSprop
10,3.3341343983768597,0.9605505,1.8785111904144287,0.3125,relu,32,0.0,10,65,15,427,sigmoid,binary_crossentropy,adam
24,0.01639515216521106,0.99174315,4.758336544036865,0.53125,relu,32,0.0,24,20,15,147,sigmoid,binary_crossentropy,RMSprop
10,0.09638554765415643,0.9678899,2.859944559633732,0.34375,elu,10,0.25,10,50,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.14497799769048195,0.94862384,1.290660347789526,0.265625,relu,10,0.5,10,20,5,77,sigmoid,binary_crossentropy,adam
24,0.8132984463227924,0.9495413,11.836726397275925,0.265625,elu,10,0.25,24,20,15,357,sigmoid,sparse_categorical_crossentropy,adam
5,0.11455225649229978,0.95137614,1.1257725358009338,0.3125,relu,32,0.5,5,50,5,357,sigmoid,binary_crossentropy,adam
24,0.8132984386671501,0.9495413,11.836726173758507,0.265625,elu,10,0.25,24,20,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.18385695710766314,0.9678899,1.1199385477229953,0.765625,relu,10,0.25,24,35,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.8132984419481397,0.9495413,11.836726397275925,0.265625,elu,10,0.25,24,20,35,357,sigmoid,sparse_categorical_crossentropy,adam
5,0.09824398693220007,0.9752294,0.7209792146459222,0.703125,relu,10,0.25,5,65,5,147,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.2213318312386854,0.9495413,2.233494397252798,0.265625,relu,10,0.25,10,20,35,7,sigmoid,binary_crossentropy,RMSprop
1,0.5047265200506161,0.9027523,0.8519301395863295,0.265625,elu,10,0.5,1,50,15,147,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.13873249929637507,0.9495413,0.8652413785457611,0.265625,relu,10,0.5,5,20,5,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.11302280124308137,0.9495413,0.8289714083075523,0.265625,relu,10,0.25,10,20,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.25795863590826956,0.94862384,4.35172176361084,0.265625,elu,32,0.5,10,65,15,287,sigmoid,sparse_categorical_crossentropy,adam
1,0.30912761721725857,0.93944955,1.9954219609498978,0.34375,elu,10,0.0,1,65,35,7,sigmoid,sparse_categorical_crossentropy,adam
24,0.8132984364798242,0.9495413,11.836726725101471,0.265625,elu,10,0.25,24,65,35,147,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.04372394960014251,0.97889906,1.355313252657652,0.71875,relu,10,0.0,5,35,5,217,sigmoid,binary_crossentropy,adam
1,0.7504990548754086,0.9495413,0.7590410746634007,0.265625,relu,10,0.5,1,35,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.03165129479877762,0.9880734,1.3064486188814044,0.734375,relu,10,0.0,24,35,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
1,1.1212349376000397,0.9330275,0.8517097532749176,0.265625,relu,32,0.25,1,20,15,427,sigmoid,binary_crossentropy,RMSprop
10,0.8132984408544769,0.9495413,11.836726129055023,0.265625,relu,10,0.25,10,35,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.24306818948971673,0.88073397,1.928160484880209,0.265625,elu,10,0.0,1,20,15,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.3206565552561997,0.9477064,1.003878416493535,0.265625,elu,10,0.5,5,50,15,217,sigmoid,sparse_categorical_crossentropy,adam
1,0.7025599627319826,0.8412844,0.728402541950345,0.265625,relu,10,0.5,1,20,5,7,sigmoid,binary_crossentropy,RMSprop
24,0.29040010232443986,0.9495413,4.200064949691296,0.265625,elu,10,0.25,24,65,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5193340961923908,0.94587153,0.8099013902246952,0.265625,relu,10,0.5,1,50,5,287,sigmoid,binary_crossentropy,RMSprop
24,0.04536019673596623,0.98623854,1.6263649463653564,0.5,elu,32,0.0,24,20,5,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.8132984356048991,0.9495413,11.836726188659668,0.265625,relu,32,0.0,10,50,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.08207796402959101,0.97155964,1.0746582746505737,0.640625,relu,32,0.25,10,50,5,77,sigmoid,binary_crossentropy,adam
24,0.6931471824645996,0.9495413,0.6931471824645996,0.265625,elu,10,0.0,24,50,35,147,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.05252567681424115,0.98440367,1.607931673526764,0.40625,elu,32,0.0,10,65,5,217,sigmoid,binary_crossentropy,adam
1,0.5376460025206619,0.746789,0.7089027166366577,0.421875,elu,32,0.5,1,65,5,77,sigmoid,binary_crossentropy,adam
24,0.15142448804378103,0.9495413,2.97945499420166,0.265625,elu,32,0.25,24,50,35,77,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.3435793851020024,0.9495413,1.7059234715998173,0.265625,relu,10,0.5,10,65,35,357,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.43599002172590867,0.9495413,1.8864318691194057,0.265625,elu,10,0.5,24,20,15,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.16687000812129588,0.94220185,1.0405081994831562,0.484375,elu,10,0.0,1,35,5,147,sigmoid,binary_crossentropy,adam
1,0.6891388421211767,0.94220185,0.7181034982204437,0.265625,relu,32,0.5,1,35,15,427,sigmoid,binary_crossentropy,adam
5,2.096272606898068,0.9321101,1.1009853892028332,0.265625,elu,10,0.0,5,50,35,427,sigmoid,binary_crossentropy,RMSprop
1,1.648992111828388,0.9348624,0.7007502913475037,0.265625,relu,10,0.5,1,35,35,427,sigmoid,binary_crossentropy,RMSprop
5,0.16378662696561067,0.94862384,0.7409163545817137,0.265625,relu,10,0.5,5,35,15,217,sigmoid,binary_crossentropy,adam
24,0.10207834017864607,0.9651376,2.419546604156494,0.34375,elu,32,0.5,24,35,5,147,sigmoid,binary_crossentropy,RMSprop
5,0.1802917950184348,0.94587153,1.0599374063313007,0.265625,elu,10,0.25,5,35,15,147,sigmoid,sparse_categorical_crossentropy,adam
24,0.04375384190473621,0.98440367,2.059118390083313,0.625,elu,32,0.0,24,35,5,287,sigmoid,binary_crossentropy,adam
5,0.25197816264191897,0.9495413,2.2381224893033504,0.265625,relu,10,0.25,5,65,35,7,sigmoid,binary_crossentropy,RMSprop
5,0.11341829060787444,0.96880734,1.0508846351876855,0.609375,relu,10,0.25,5,35,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.2482007804540319,0.9110092,2.5423436164855957,0.265625,elu,32,0.25,1,20,15,217,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.20448804844234553,0.9605505,1.030625437386334,0.75,relu,10,0.5,5,50,5,427,sigmoid,binary_crossentropy,RMSprop
1,0.474149484973435,0.89724773,1.9175071120262146,0.265625,elu,32,0.0,1,35,35,217,sigmoid,binary_crossentropy,RMSprop
1,0.3673162791331153,0.85504586,1.7924183942377567,0.265625,elu,10,0.5,1,20,5,77,sigmoid,binary_crossentropy,RMSprop
5,0.1336012292892561,0.94495416,1.5274062752723694,0.328125,elu,32,0.5,5,65,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.42208363750090805,0.9431193,0.6001907214522362,0.734375,elu,10,0.5,5,50,15,217,sigmoid,binary_crossentropy,RMSprop
10,0.8132984419481399,0.9495413,11.836726576089859,0.265625,relu,10,0.0,10,20,35,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.15698395190982645,0.9577982,0.6639561653137207,0.734375,relu,32,0.5,24,65,35,217,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.8215379919079063,0.94678897,11.836726605892181,0.265625,relu,10,0.25,1,50,15,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.23851295325644623,0.9495413,1.7481878884136677,0.265625,relu,10,0.0,10,20,35,427,sigmoid,binary_crossentropy,RMSprop
1,0.42568638715722146,0.9238532,2.5627410411834717,0.265625,relu,32,0.0,1,20,35,77,sigmoid,binary_crossentropy,adam
10,0.1963548930618194,0.94862384,2.2758982181549072,0.265625,elu,32,0.25,10,35,35,427,sigmoid,binary_crossentropy,adam
24,0.16538205421572433,0.9376147,2.2538386583328247,0.265625,elu,32,0.0,24,65,35,147,sigmoid,binary_crossentropy,RMSprop
5,0.8158483507371448,0.9495413,0.7354089617729187,0.265625,relu,32,0.5,5,65,35,217,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.08908663793988184,0.9550459,3.435165286064148,0.328125,elu,32,0.5,24,35,5,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.07532378926719242,0.98899084,10.965044364333153,0.59375,relu,10,0.0,24,50,15,357,sigmoid,binary_crossentropy,RMSprop
10,0.23721432573751572,0.9495413,2.5983492136001587,0.265625,elu,32,0.0,10,50,35,287,sigmoid,binary_crossentropy,RMSprop
24,0.18132714855556833,0.9495413,4.584930948913097,0.265625,relu,10,0.0,24,20,15,427,sigmoid,binary_crossentropy,adam
5,0.07043931151115722,0.98073393,1.8192952275276184,0.625,relu,32,0.0,5,35,15,287,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.3389351293043054,0.9155963,5.251217365264893,0.265625,elu,32,0.25,1,35,35,427,sigmoid,binary_crossentropy,adam
10,0.2422607632851155,0.9495413,1.295333568006754,0.265625,relu,10,0.5,10,20,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.11448480732943783,0.95137614,1.1739948391914368,0.25,elu,32,0.25,10,35,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.17272516051563647,0.9495413,0.7627530097961426,0.265625,relu,32,0.5,5,35,15,287,sigmoid,binary_crossentropy,adam
5,0.8132984386671503,0.9495413,11.836726427078247,0.265625,relu,10,0.25,5,50,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.6852380565683777,0.9477064,0.7180001735687256,0.265625,relu,32,0.5,24,20,35,357,sigmoid,binary_crossentropy,RMSprop
24,0.21048647647193813,0.94862384,2.3608056493103504,0.265625,elu,10,0.25,24,65,35,77,sigmoid,sparse_categorical_crossentropy,adam
1,0.6553312209221202,0.73119265,0.9344212748110294,0.265625,elu,10,0.5,1,35,35,7,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.8035089832927109,0.6761468,0.9382158368825912,0.265625,elu,10,0.5,1,35,15,7,sigmoid,binary_crossentropy,adam
24,0.053717089403893824,0.98348624,1.6952146291732788,0.6875,relu,32,0.25,24,65,5,77,sigmoid,binary_crossentropy,RMSprop
24,0.8132984419481395,0.9495413,11.836726754903793,0.265625,relu,10,0.5,24,50,15,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.8132984338550378,0.9495413,11.836726188659668,0.265625,relu,32,0.25,24,50,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.06373178568528962,0.9495413,1.9581156931817532,0.265625,relu,10,0.5,24,65,5,357,sigmoid,sparse_categorical_crossentropy,adam
24,0.12265808087081516,0.96330273,0.851796567440033,0.75,relu,32,0.25,24,50,35,77,sigmoid,sparse_categorical_crossentropy,adam
24,0.16900767161758667,0.94862384,1.5795953869819641,0.265625,elu,32,0.5,24,20,15,427,sigmoid,binary_crossentropy,adam
5,0.6931471824645996,0.9495413,0.6931471824645996,0.265625,elu,10,0.0,5,20,15,427,sigmoid,sparse_categorical_crossentropy,adam
1,0.5208390923815036,0.8541284,1.3840913623571396,0.265625,elu,10,0.25,1,50,15,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.026318931756028466,0.987156,1.7748265266418457,0.796875,relu,32,0.0,10,50,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.3272727542965878,0.94495416,0.6337433643639088,0.75,elu,10,0.5,10,50,35,147,sigmoid,binary_crossentropy,RMSprop
5,0.3883038875843407,0.9495413,1.005080133676529,0.265625,relu,32,0.5,5,35,15,77,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.20288940946306658,0.9495413,2.2679781429469585,0.265625,relu,10,0.0,10,65,35,357,sigmoid,binary_crossentropy,adam
24,0.037021712167615725,0.98623854,1.4432353079319,0.734375,relu,32,0.25,24,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.7938013980148035,0.9238532,2.598505735397339,0.265625,elu,32,0.0,10,50,35,357,sigmoid,binary_crossentropy,adam
5,0.20155522074857982,0.9495413,2.3548009395599365,0.265625,relu,32,0.0,5,35,35,427,sigmoid,binary_crossentropy,adam
1,0.27740017760463764,0.92201835,2.9403951354324818,0.265625,elu,10,0.25,1,50,15,287,sigmoid,sparse_categorical_crossentropy,RMSprop
1,1.0962363296760778,0.9055046,1.8786586746573448,0.265625,elu,10,0.5,1,35,35,427,sigmoid,binary_crossentropy,adam
5,0.2170071628572744,0.9577982,1.0208329260349274,0.5625,relu,10,0.5,5,50,5,217,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.0934769158653163,0.95137614,2.6016244888305664,0.453125,elu,32,0.25,24,35,5,357,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.06752161661132533,0.9825688,3.065780319273472,0.296875,elu,10,0.0,5,65,15,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.036582723531197237,0.9908257,2.3459960222244263,0.75,relu,32,0.0,10,50,5,287,sigmoid,binary_crossentropy,adam
10,0.20251770664792543,0.9495413,2.1905397176742554,0.265625,relu,32,0.0,10,35,35,287,sigmoid,binary_crossentropy,adam
1,0.6050146458619231,0.9293578,0.7949754595756531,0.265625,relu,32,0.5,1,35,35,77,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.20251313244941038,0.9495413,2.143113225698471,0.265625,relu,10,0.0,10,50,35,357,sigmoid,binary_crossentropy,adam
10,0.3516965736763174,0.9495413,6.840397879481316,0.265625,elu,10,0.0,10,50,35,287,sigmoid,sparse_categorical_crossentropy,adam
24,0.24843185885012797,0.9724771,0.6313985483720899,0.78125,relu,10,0.25,24,35,15,427,sigmoid,binary_crossentropy,RMSprop
1,0.6543994065818437,0.9146789,0.8107749819755554,0.265625,relu,32,0.5,1,20,15,217,sigmoid,binary_crossentropy,adam
24,0.21510004942570257,0.9495413,2.0545677319169044,0.265625,relu,10,0.25,24,35,35,7,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.1548402049809421,0.9752294,1.2652744054794312,0.625,relu,32,0.0,5,35,35,147,sigmoid,sparse_categorical_crossentropy,adam
24,0.035201324488318295,0.9908257,0.9038670659065247,0.765625,elu,32,0.0,24,20,15,7,sigmoid,binary_crossentropy,adam
5,0.5935260215346161,0.9293578,0.6764550376683474,0.734375,relu,10,0.5,5,65,35,427,sigmoid,binary_crossentropy,RMSprop
5,0.07219781306996266,0.97155964,2.454465277493,0.3125,elu,10,0.25,5,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
24,0.0366784502444287,0.987156,2.7345987036824226,0.484375,relu,10,0.25,24,65,5,77,sigmoid,binary_crossentropy,adam
10,0.14851984388064346,0.9577982,2.354290757328272,0.625,elu,10,0.25,10,65,15,77,sigmoid,binary_crossentropy,RMSprop
5,0.07971583347707208,0.9853211,1.2531089521944523,0.6875,relu,10,0.0,5,50,5,147,sigmoid,binary_crossentropy,RMSprop
5,0.8132984375734869,0.9495413,11.836726397275925,0.265625,relu,10,0.25,5,20,15,357,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.22264166292029544,0.9293578,1.400247037410736,0.265625,relu,32,0.0,1,20,5,357,sigmoid,binary_crossentropy,adam
24,0.09629788698645968,0.9587156,2.620590925216675,0.734375,elu,32,0.25,24,35,15,287,sigmoid,binary_crossentropy,RMSprop
10,0.12426649539839431,0.9495413,0.7113761305809021,0.265625,relu,32,0.5,10,35,15,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.1746007125023667,0.9495413,1.4153454303741455,0.265625,elu,32,0.0,5,20,35,77,sigmoid,binary_crossentropy,RMSprop
10,0.5428097948021845,0.9825688,0.6106407344341278,0.6875,relu,32,0.0,10,50,15,7,sigmoid,binary_crossentropy,adam
1,0.6092839156283619,0.94678897,1.1700264532119036,0.265625,relu,10,0.5,1,20,15,77,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.3031421864764133,0.9376147,0.9701284170150757,0.265625,elu,32,0.5,10,35,35,287,sigmoid,binary_crossentropy,adam
1,0.3123053329304681,0.9495413,2.5096756517887115,0.265625,relu,10,0.0,1,35,35,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.12787588902884936,0.97155964,1.0456429438199848,0.765625,relu,10,0.25,10,20,5,427,sigmoid,binary_crossentropy,RMSprop
24,0.23862934618368034,0.9495413,0.8366881906986237,0.265625,elu,10,0.25,24,65,15,217,sigmoid,sparse_categorical_crossentropy,adam
5,0.06756615457765826,0.98165137,1.3298936486244202,0.40625,elu,32,0.0,5,50,5,7,sigmoid,binary_crossentropy,RMSprop
10,0.22255772883372427,0.95137614,0.6666939985007048,0.859375,relu,10,0.25,10,35,35,77,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.2193502035950537,0.9146789,1.2504034638404846,0.453125,elu,32,0.0,1,35,5,287,sigmoid,binary_crossentropy,adam
10,0.15315910763013255,0.9495413,2.9908511638641357,0.265625,elu,32,0.5,10,50,5,217,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.8132984321051765,0.9495413,11.836726188659668,0.265625,relu,32,0.25,24,35,35,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.03422383327511683,0.9899083,3.572456143796444,0.671875,relu,10,0.0,24,65,15,147,sigmoid,binary_crossentropy,adam
1,0.4328550131222524,0.906422,0.6978533864021301,0.4375,elu,32,0.5,1,35,15,287,sigmoid,sparse_categorical_crossentropy,adam
24,1.0579286360139146,0.9495413,0.8262340128421783,0.265625,relu,32,0.25,24,20,35,357,sigmoid,binary_crossentropy,RMSprop
1,0.34072772196682016,0.94678897,0.7171668903902173,0.265625,relu,10,0.5,1,50,5,357,sigmoid,binary_crossentropy,adam
10,0.34642594314516684,0.9495413,0.7821058630943298,0.265625,relu,32,0.5,10,35,35,147,sigmoid,binary_crossentropy,RMSprop
10,0.23057027539118713,0.94495416,2.301449775695801,0.265625,elu,32,0.25,10,35,35,217,sigmoid,binary_crossentropy,adam
24,0.35958116357125225,0.9733945,0.6868315245956182,0.5,elu,10,0.0,24,20,15,147,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.11108347290973083,0.97155964,2.181857943534851,0.53125,elu,32,0.5,24,50,5,357,sigmoid,binary_crossentropy,RMSprop
10,0.080430659960284,0.9733945,1.9175258837640285,0.265625,elu,10,0.0,10,20,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
24,0.24245201994519716,0.94862384,2.2035647705197334,0.265625,elu,10,0.5,24,50,15,7,sigmoid,sparse_categorical_crossentropy,adam
10,0.0741507096627341,0.95412844,2.7988800071179867,0.375,elu,10,0.0,10,50,5,217,sigmoid,sparse_categorical_crossentropy,adam
10,0.12546303814465026,0.953211,3.098592720925808,0.28125,elu,10,0.0,10,65,15,287,sigmoid,binary_crossentropy,adam
10,0.1980928223614299,0.9495413,2.2323136925697327,0.265625,elu,10,0.25,10,20,15,7,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.30109892678318906,0.9495413,0.7335611674934626,0.265625,elu,10,0.5,10,65,15,77,sigmoid,binary_crossentropy,RMSprop
24,0.04917732554769844,0.9853211,2.666278660297394,0.640625,elu,32,0.0,24,65,5,357,sigmoid,binary_crossentropy,RMSprop
10,0.26872996797084536,0.94587153,1.463319718837738,0.265625,elu,10,0.5,10,50,35,147,sigmoid,binary_crossentropy,adam
24,0.04283731923213413,0.98348624,1.0949938269332051,0.734375,relu,10,0.0,24,65,35,7,sigmoid,binary_crossentropy,RMSprop
1,1.243438797044041,0.9412844,0.6757787372916937,0.734375,relu,10,0.5,1,50,15,427,sigmoid,binary_crossentropy,RMSprop
10,0.11338960942811209,0.94220185,3.5590365417301655,0.265625,relu,10,0.0,10,20,35,217,sigmoid,binary_crossentropy,RMSprop
10,0.29689877581774093,0.9495413,0.8889643847942352,0.265625,relu,32,0.5,10,50,35,147,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.237741493149244,0.9302752,0.9912077262997627,0.78125,elu,10,0.25,1,50,15,147,sigmoid,sparse_categorical_crossentropy,adam
10,0.16977238370225245,0.94678897,2.1854398250579834,0.265625,elu,32,0.25,10,65,35,147,sigmoid,binary_crossentropy,RMSprop
1,0.5560788155695714,0.94862384,0.6918132603168488,0.84375,relu,32,0.5,1,65,15,287,sigmoid,binary_crossentropy,RMSprop
24,0.154060307958671,0.95688075,5.0812785141170025,0.265625,relu,10,0.25,24,35,15,217,sigmoid,binary_crossentropy,adam
5,0.08898907055177965,0.9724771,3.4480739906430244,0.265625,elu,10,0.25,5,35,5,147,sigmoid,sparse_categorical_crossentropy,adam
5,0.18086953436605496,0.940367,0.9064996801316738,0.265625,elu,10,0.0,5,50,15,147,sigmoid,sparse_categorical_crossentropy,adam
10,0.20317822924447715,0.9495413,1.9626365303993225,0.265625,relu,32,0.0,10,35,35,427,sigmoid,sparse_categorical_crossentropy,adam
5,0.0628281888475164,0.9825688,1.813538309186697,0.265625,relu,10,0.0,5,20,15,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.13723845743540022,0.9385321,2.289450168609619,0.296875,elu,32,0.5,10,65,5,287,sigmoid,sparse_categorical_crossentropy,RMSprop
10,0.09165389779784264,0.97431195,0.9908298850059509,0.671875,relu,32,0.25,10,20,5,147,sigmoid,binary_crossentropy,RMSprop
1,0.22917378835632132,0.93119264,1.1456659436225891,0.265625,relu,32,0.0,1,35,15,287,sigmoid,binary_crossentropy,RMSprop
5,0.25441228780861297,0.9495413,1.2026921510696411,0.265625,relu,32,0.5,5,20,35,217,sigmoid,binary_crossentropy,adam
10,0.060598745218418335,0.9752294,0.9419707953929901,0.8125,relu,32,0.25,10,50,5,77,sigmoid,sparse_categorical_crossentropy,adam
10,0.11836445093402691,0.9495413,1.401830017566681,0.265625,relu,32,0.25,10,20,15,287,sigmoid,sparse_categorical_crossentropy,adam
10,0.2748967492712602,0.9477064,11.836726427078247,0.265625,elu,10,0.0,10,50,5,427,sigmoid,sparse_categorical_crossentropy,RMSprop
5,0.8132984268555943,0.9495413,1.0706252455711365,0.265625,relu,32,0.5,5,20,35,427,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.314153173218541,0.93944955,0.896544836461544,0.265625,relu,10,0.25,1,50,5,147,sigmoid,sparse_categorical_crossentropy,adam
