,5x100: Runs Accuracy,5x100 Runs: State Register Accuracy
b01_reset.csv,0.9504000000000001,0.9879999999999999
b02_reset.csv,0.93,0.9879999999999999
b04_reset.csv,0.6924848484848486,0.938
b06_reset.csv,0.8295,0.9960000000000001
b08_reset.csv,0.7317142857142857,0.9687999999999999
b09_reset.csv,0.5552142857142858,0.9879999999999999
b10_reset.csv,0.6670588235294116,0.9964999999999999
b14_reset.csv,0.5320734693877551,0.9960000000000001
completogpio.csv,0.8110980392156864,0.9558181818181819
FSM.csv,0.6381333333333334,0.9797142857142858
MEMORY_INTERFACE.csv,0.9855466666666667,0.8451428571428572
spi_axi_master.csv,0.846100900900901,0.6608571428571427
uart.csv,0.5586874999999999,0.4848085106382979
