unmodified_accuracy,unmodified_average,State_Register_accuracy,State_Register_average
0.49387755102040815,0.5622857142857144,1.0,0.45
0.636734693877551,,0.0,
0.5346938775510204,,1.0,
0.5183673469387755,,0.0,
0.5469387755102041,,1.0,
0.5183673469387755,,0.0,
0.4775510204081633,,0.0,
0.5469387755102041,,0.0,
0.5591836734693878,,0.0,
0.5551020408163265,,0.0,
0.6122448979591837,,0.0,
0.5061224489795918,,0.0,
0.6489795918367347,,1.0,
0.6122448979591837,,0.0,
0.6326530612244898,,0.0,
0.47346938775510206,,0.0,
0.6122448979591837,,1.0,
0.5469387755102041,,1.0,
0.4204081632653061,,1.0,
0.5836734693877551,,0.0,
0.5795918367346938,,0.0,
0.673469387755102,,0.0,
0.6612244897959184,,0.0,
0.673469387755102,,1.0,
0.6530612244897959,,0.0,
0.6530612244897959,,0.0,
0.6122448979591837,,0.0,
0.7020408163265306,,1.0,
0.6326530612244898,,0.0,
0.6816326530612244,,0.0,
0.47346938775510206,,0.0,
0.673469387755102,,0.0,
0.5714285714285714,,1.0,
0.5387755102040817,,0.0,
0.39183673469387753,,0.0,
0.6081632653061224,,1.0,
0.2530612244897959,,0.0,
0.6,,1.0,
0.24489795918367346,,0.0,
0.5510204081632653,,1.0,
0.4816326530612245,,0.0,
0.5428571428571428,,1.0,
0.6244897959183674,,0.0,
0.6040816326530613,,0.0,
0.5918367346938775,,0.0,
0.5673469387755102,,0.0,
0.6163265306122448,,0.0,
0.5795918367346938,,1.0,
0.5591836734693878,,0.0,
0.5836734693877551,,1.0,
0.5591836734693878,,1.0,
0.5387755102040817,,1.0,
0.33877551020408164,,0.0,
0.5591836734693878,,1.0,
0.6040816326530613,,1.0,
0.4122448979591837,,1.0,
0.5224489795918368,,0.0,
0.3877551020408163,,1.0,
0.5959183673469388,,0.0,
0.6122448979591837,,0.0,
0.5428571428571428,,0.0,
0.3510204081632653,,1.0,
0.5591836734693878,,1.0,
0.5102040816326531,,0.0,
0.5918367346938775,,1.0,
0.5387755102040817,,0.0,
0.5387755102040817,,1.0,
0.6857142857142857,,0.0,
0.5306122448979592,,0.0,
0.5959183673469388,,1.0,
0.5836734693877551,,0.0,
0.6163265306122448,,0.0,
0.6408163265306123,,1.0,
0.6163265306122448,,1.0,
0.6081632653061224,,1.0,
0.5673469387755102,,0.0,
0.5591836734693878,,1.0,
0.6326530612244898,,1.0,
0.5836734693877551,,1.0,
0.673469387755102,,0.0,
0.6979591836734694,,0.0,
0.5020408163265306,,1.0,
0.5877551020408164,,0.0,
0.6408163265306123,,1.0,
0.5469387755102041,,1.0,
0.6,,0.0,
0.5714285714285714,,0.0,
0.5102040816326531,,0.0,
0.4204081632653061,,1.0,
0.43673469387755104,,0.0,
0.6122448979591837,,1.0,
0.5428571428571428,,1.0,
0.5755102040816327,,1.0,
0.6408163265306123,,1.0,
0.6571428571428571,,1.0,
0.6571428571428571,,1.0,
0.49387755102040815,,1.0,
0.5387755102040817,,1.0,
0.49795918367346936,,0.0,
0.6244897959183674,,0.0,
