unmodified_accuracy,unmodified_average,State_Register_accuracy,State_Register_average
0.9019607843137255,0.8417647058823532,0.6363636363636364,0.4981818181818181
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.36363636363636365,
0.803921568627451,,0.36363636363636365,
0.8235294117647058,,0.2727272727272727,
0.803921568627451,,0.36363636363636365,
0.8627450980392157,,0.6363636363636364,
0.803921568627451,,0.18181818181818182,
0.8627450980392157,,0.45454545454545453,
0.803921568627451,,0.18181818181818182,
0.8823529411764706,,0.5454545454545454,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.36363636363636365,
0.8235294117647058,,0.45454545454545453,
0.8431372549019608,,0.36363636363636365,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.6363636363636364,
0.8235294117647058,,0.45454545454545453,
0.8235294117647058,,0.45454545454545453,
0.8627450980392157,,0.6363636363636364,
0.8823529411764706,,0.5454545454545454,
0.8431372549019608,,0.36363636363636365,
0.8235294117647058,,0.45454545454545453,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.7272727272727273,
0.8431372549019608,,0.5454545454545454,
0.8235294117647058,,0.5454545454545454,
0.803921568627451,,0.36363636363636365,
0.8627450980392157,,0.45454545454545453,
0.8431372549019608,,0.6363636363636364,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.45454545454545453,
0.8431372549019608,,0.36363636363636365,
0.8431372549019608,,0.6363636363636364,
0.8431372549019608,,0.6363636363636364,
0.8431372549019608,,0.36363636363636365,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.7272727272727273,
0.9019607843137255,,0.6363636363636364,
0.803921568627451,,0.36363636363636365,
0.8823529411764706,,0.5454545454545454,
0.8431372549019608,,0.36363636363636365,
0.8235294117647058,,0.45454545454545453,
0.7843137254901961,,0.09090909090909091,
0.8431372549019608,,0.36363636363636365,
0.8627450980392157,,0.6363636363636364,
0.803921568627451,,0.36363636363636365,
0.8627450980392157,,0.6363636363636364,
0.7843137254901961,,0.5454545454545454,
0.7843137254901961,,0.36363636363636365,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.5454545454545454,
0.8235294117647058,,0.45454545454545453,
0.8823529411764706,,0.5454545454545454,
0.803921568627451,,0.18181818181818182,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.36363636363636365,
0.8627450980392157,,0.45454545454545453,
0.8235294117647058,,0.6363636363636364,
0.8431372549019608,,0.6363636363636364,
0.803921568627451,,0.36363636363636365,
0.8431372549019608,,0.6363636363636364,
0.8431372549019608,,0.36363636363636365,
0.8431372549019608,,0.7272727272727273,
0.8431372549019608,,0.36363636363636365,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.6363636363636364,
0.8627450980392157,,0.7272727272727273,
0.8235294117647058,,0.45454545454545453,
0.8431372549019608,,0.5454545454545454,
0.7843137254901961,,0.2727272727272727,
0.8431372549019608,,0.36363636363636365,
0.8431372549019608,,0.36363636363636365,
0.8627450980392157,,0.45454545454545453,
0.8627450980392157,,0.45454545454545453,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.6363636363636364,
0.8431372549019608,,0.5454545454545454,
0.8431372549019608,,0.5454545454545454,
0.8235294117647058,,0.5454545454545454,
0.8235294117647058,,0.45454545454545453,
0.8235294117647058,,0.6363636363636364,
0.8431372549019608,,0.36363636363636365,
0.8235294117647058,,0.6363636363636364,
0.8627450980392157,,0.45454545454545453,
0.8627450980392157,,0.45454545454545453,
0.8431372549019608,,0.5454545454545454,
0.8627450980392157,,0.6363636363636364,
0.8627450980392157,,0.45454545454545453,
0.8235294117647058,,0.45454545454545453,
0.8431372549019608,,0.36363636363636365,
0.8235294117647058,,0.45454545454545453,
0.8627450980392157,,0.6363636363636364,
